user,item,rating,sentiment,help_user,value,help_sentiment,helped_sim
127,205,4, </endperson3784>,</endperson3784>,</endperson3784>,</endperson3784>, </endperson3784>
127,355,5,screenplay:+1 </endperson3785>,</endperson3785>,</endperson3785>,</endperson3785>, </endperson3785>
127,498,5, </endperson3786>,</endperson3786>,</endperson3786>,</endperson3786>, </endperson3786>
127,871,4, </endperson3787>,</endperson3787>,</endperson3787>,</endperson3787>, </endperson3787>
127,874,3,films:-1 suspense:-1 </endperson3788>,</endperson3788>,</endperson3788>,</endperson3788>, </endperson3788>
127,671,4, </endperson3789>,</endperson3789>,</endperson3789>,</endperson3789>, </endperson3789>
127,833,3, </endperson3790>,</endperson3790>,</endperson3790>,</endperson3790>, </endperson3790>
127,774,5, </endperson3791>,</endperson3791>,</endperson3791>,</endperson3791>, </endperson3791>
128,559,5,character:+1 scenes:+1 character:-1 watch:-1 </endperson3792>,</endperson3792>,</endperson3792>,</endperson3792>, </endperson3792>
128,676,4,character:-1 watch:-1 </endperson3793>,</endperson3793>,</endperson3793>,</endperson3793>, </endperson3793>
128,820,5,wasnt:+1 </endperson3794>,</endperson3794>,</endperson3794>,</endperson3794>, </endperson3794>
128,1188,4,movies:+1 scenes:+1 </endperson3795>,</endperson3795>,</endperson3795>,</endperson3795>, </endperson3795>
128,86,4,movie:+1 comedy:+1 scenes:+1 movie:-1 twists:-1 </endperson3796>,</endperson3796>,</endperson3796>,</endperson3796>, </endperson3796>
128,607,5,actor:+1 comedy:+1 scenes:+1 </endperson3797>,</endperson3797>,</endperson3797>,</endperson3797>, </endperson3797>
128,1160,5,outtakes:+1 movie:+1 scenes:+1 </endperson3798>,</endperson3798>,</endperson3798>,</endperson3798>, </endperson3798>
128,727,4,movie:+1 video:+1 musicvideo:+1 </endperson3799>,</endperson3799>,</endperson3799>,</endperson3799>, </endperson3799>
128,1135,5,screen:-1 </endperson3800>,</endperson3800>,</endperson3800>,</endperson3800>, </endperson3800>
129,500,4,movie:+1 plot:+1 </endperson3801>,465</endperson3801>,4</endperson3801>,films:+1 fare:+1 scenes:+1 performances:+1 movie:-1 humour:-1 vocals:-1 </endperson3801>,0.20381954617590559 </endperson3801>
129,268,4,movie:+1 </endperson3802>,180;;;;460</endperson3802>,4;;;;4</endperson3802>,budget:+1 ;;;;films:-1 character:-1 isnt:-1 </endperson3802>,0.2981345492265759;;;;0.3352066929981965 </endperson3802>
129,277,5,isnt:-1 </endperson3803>,185;;;;488</endperson3803>,5;;;;4</endperson3803>, ;;;;actors:+1 studios:-1 </endperson3803>,0.0;;;;0.44721359549995787 </endperson3803>
129,15,4,isnt:+1 movie:-1 </endperson3804>,</endperson3804>,</endperson3804>,</endperson3804>, </endperson3804>
129,266,3,isnt:+1 </endperson3805>,395</endperson3805>,4</endperson3805>, </endperson3805>,0.15871545174606838 </endperson3805>
129,98,4,movies:-1 isnt:-1 </endperson3806>,</endperson3806>,</endperson3806>,</endperson3806>, </endperson3806>
129,72,4, </endperson3807>,2;;;;329;;;;500</endperson3807>,4;;;;4;;;;4</endperson3807>,performance:+1 scenes:+1 scenes:-1 ;;;;arent:+1 scenes:-1 ;;;; </endperson3807>,0.12253849306535858;;;;0.1250735488896625;;;;0.0 </endperson3807>
129,679,4,character:+1 </endperson3808>,8;;;;126</endperson3808>,4;;;;4</endperson3808>,movie:-1 plot:-1 ;;;; </endperson3808>,0.31174586870666;;;;0.29723764758057925 </endperson3808>
129,328,2,actor:+1 films:+1 isnt:+1 </endperson3809>,</endperson3809>,</endperson3809>,</endperson3809>, </endperson3809>
129,1187,4,niggles:-1 </endperson3810>,113;;;;139;;;;144</endperson3810>,4;;;;4;;;;5</endperson3810>,actor:+1 movie:+1 ;;;;character:+1 movie:+1 ;;;;films:+1 performance:+1 comedy:+1 character:-1 performance:-1 comedy:-1 </endperson3810>,0.2761745649884151;;;;0.18344679532061048;;;;0.0 </endperson3810>
129,194,3,character:+1 isnt:-1 </endperson3811>,1;;;;8</endperson3811>,4;;;;4</endperson3811>, ;;;;semi:+1 moments:-1 </endperson3811>,0.2700325392519223;;;;0.31174586870666 </endperson3811>
129,427,1,isnt:-1 </endperson3812>,64;;;;282;;;;324;;;;465;;;;488</endperson3812>,4;;;;4;;;;4;;;;4;;;;5</endperson3812>, ;;;;cast:+1 ;;;;comedy:+1 ;;;;character:+1 tshow:+1 isnt:+1 ;;;;comedy:-1 script:-1 </endperson3812>,0.18898223650461365;;;;0.0;;;;0.0;;;;0.20381954617590559;;;;0.44721359549995787 </endperson3812>
129,1034,4, </endperson3813>,115;;;;478;;;;505</endperson3813>,4;;;;3;;;;4</endperson3813>,tfeel:+1 ;;;; ;;;; </endperson3813>,0.0;;;;0.257900536443763;;;;0.44721359549995787 </endperson3813>
129,323,2,isnt:+1 </endperson3814>,465;;;;704</endperson3814>,4;;;;4</endperson3814>,characters:+1 character:-1 ;;;;films:+1 plot:+1 </endperson3814>,0.20381954617590559;;;;0.20381954617590559 </endperson3814>
129,666,2,plot:+1 mothers:+1 romance:-1 </endperson3815>,123</endperson3815>,4</endperson3815>,wi:+1 movie:+1 plot:+1 character:-1 </endperson3815>,0.30086027840210505 </endperson3815>
129,163,3,scenes:+1 character:-1 </endperson3816>,0;;;;191</endperson3816>,4;;;;4</endperson3816>,films:+1 character:+1 performance:+1 ;;;;snothing:+1 </endperson3816>,0.2719141389194589;;;;0.0 </endperson3816>
129,134,4,films:+1 isnt:+1 scenes:+1 performances:+1 </endperson3817>,0;;;;5;;;;151</endperson3817>,4;;;;4;;;;4</endperson3817>,extras:+1 character:-1 ;;;; ;;;;dancer:+1 plot:-1 </endperson3817>,0.2719141389194589;;;;0.0;;;;0.25073728435736353 </endperson3817>
129,1068,4, </endperson3818>,324</endperson3818>,4</endperson3818>,actor:+1 performance:+1 performances:+1 </endperson3818>,0.0 </endperson3818>
129,695,3, </endperson3819>,</endperson3819>,</endperson3819>,</endperson3819>, </endperson3819>
129,162,3,films:+1 character:-1 </endperson3820>,</endperson3820>,</endperson3820>,</endperson3820>, </endperson3820>
129,955,4,character:+1 performance:+1 </endperson3821>,320</endperson3821>,4</endperson3821>,performance:+1 storyline:+1 </endperson3821>,0.3774808831409062 </endperson3821>
129,1110,3, </endperson3822>,</endperson3822>,</endperson3822>,</endperson3822>, </endperson3822>
130,533,4,character:+1 </endperson3823>,</endperson3823>,</endperson3823>,</endperson3823>, </endperson3823>
130,530,4,character:+1 comedy:-1 </endperson3824>,</endperson3824>,</endperson3824>,</endperson3824>, </endperson3824>
130,394,4,watch:+1 scenes:+1 character:-1 </endperson3825>,</endperson3825>,</endperson3825>,</endperson3825>, </endperson3825>
130,827,5,moments:-1 </endperson3826>,</endperson3826>,</endperson3826>,</endperson3826>, </endperson3826>
130,541,5,specialfeatures:+1 </endperson3827>,</endperson3827>,</endperson3827>,</endperson3827>, </endperson3827>
130,604,4,character:+1 character:-1 </endperson3828>,</endperson3828>,</endperson3828>,</endperson3828>, </endperson3828>
130,417,4, </endperson3829>,</endperson3829>,</endperson3829>,</endperson3829>, </endperson3829>
130,15,4,character:+1 character:-1 moments:-1 </endperson3830>,</endperson3830>,</endperson3830>,</endperson3830>, </endperson3830>
130,422,4,isnt:-1 </endperson3831>,</endperson3831>,</endperson3831>,</endperson3831>, </endperson3831>
130,644,3,films:+1 </endperson3832>,</endperson3832>,</endperson3832>,</endperson3832>, </endperson3832>
130,1180,4,films:+1 plot:+1 character:-1 plot:-1 </endperson3833>,465</endperson3833>,4</endperson3833>,character:+1 </endperson3833>,0.567793692203163 </endperson3833>
130,146,4,watch:+1 comedy:-1 </endperson3834>,465</endperson3834>,4</endperson3834>,romance:+1 isnt:+1 character:-1 trademark:-1 </endperson3834>,0.567793692203163 </endperson3834>
130,407,4, </endperson3835>,465</endperson3835>,4</endperson3835>,character:+1 characters:+1 tfeel:+1 slapstick:+1 character:-1 </endperson3835>,0.567793692203163 </endperson3835>
130,138,4,character:+1 plot:+1 humour:-1 scenes:-1 </endperson3836>,144;;;;758</endperson3836>,4;;;;4</endperson3836>,actors:+1 ;;;;cast:+1 character:+1 </endperson3836>,0.3796355135116738;;;;0.32650580588946987 </endperson3836>
130,557,5,villain:+1 </endperson3837>,</endperson3837>,</endperson3837>,</endperson3837>, </endperson3837>
130,192,5,character:-1 </endperson3838>,</endperson3838>,</endperson3838>,</endperson3838>, </endperson3838>
130,413,4, </endperson3839>,465</endperson3839>,4</endperson3839>,character:+1 films:-1 everyones:-1 </endperson3839>,0.567793692203163 </endperson3839>
130,641,4,isnt:+1 </endperson3840>,</endperson3840>,</endperson3840>,</endperson3840>, </endperson3840>
130,771,5,character:-1 moments:-1 </endperson3841>,152</endperson3841>,4</endperson3841>,character:+1 </endperson3841>,0.3862210910223117 </endperson3841>
130,1068,4, </endperson3842>,507;;;;646</endperson3842>,4;;;;3</endperson3842>, ;;;;performance:+1 </endperson3842>,0.516763355804175;;;;0.580795598731671 </endperson3842>
130,762,4,scenes:+1 </endperson3843>,144</endperson3843>,4</endperson3843>,actionsequences:+1 </endperson3843>,0.3796355135116738 </endperson3843>
131,820,5, </endperson3844>,</endperson3844>,</endperson3844>,</endperson3844>, </endperson3844>
131,71,3,movie:+1 </endperson3845>,</endperson3845>,</endperson3845>,</endperson3845>, </endperson3845>
131,636,5,movie:+1 moving:+1 movie:-1 </endperson3846>,</endperson3846>,</endperson3846>,</endperson3846>, </endperson3846>
131,867,5, </endperson3847>,</endperson3847>,</endperson3847>,</endperson3847>, </endperson3847>
131,1180,4, </endperson3848>,</endperson3848>,</endperson3848>,</endperson3848>, </endperson3848>
131,313,3, </endperson3849>,</endperson3849>,</endperson3849>,</endperson3849>, </endperson3849>
131,189,4, </endperson3850>,</endperson3850>,</endperson3850>,</endperson3850>, </endperson3850>
131,645,4,movie:+1 outtakes:-1 </endperson3851>,</endperson3851>,</endperson3851>,</endperson3851>, </endperson3851>
131,336,5, </endperson3852>,3</endperson3852>,5</endperson3852>, </endperson3852>,0.34899555351275136 </endperson3852>
131,80,5, </endperson3853>,</endperson3853>,</endperson3853>,</endperson3853>, </endperson3853>
131,776,5, </endperson3854>,</endperson3854>,</endperson3854>,</endperson3854>, </endperson3854>
131,555,5,movies:+1 movie:+1 </endperson3855>,</endperson3855>,</endperson3855>,</endperson3855>, </endperson3855>
131,593,5, </endperson3856>,</endperson3856>,</endperson3856>,</endperson3856>, </endperson3856>
131,1037,4, </endperson3857>,</endperson3857>,</endperson3857>,</endperson3857>, </endperson3857>
131,193,4, </endperson3858>,</endperson3858>,</endperson3858>,</endperson3858>, </endperson3858>
131,452,5, </endperson3859>,</endperson3859>,</endperson3859>,</endperson3859>, </endperson3859>
131,1198,1, </endperson3860>,</endperson3860>,</endperson3860>,</endperson3860>, </endperson3860>
131,232,5, </endperson3861>,</endperson3861>,</endperson3861>,</endperson3861>, </endperson3861>
131,342,5, </endperson3862>,</endperson3862>,</endperson3862>,</endperson3862>, </endperson3862>
132,445,5, </endperson3863>,</endperson3863>,</endperson3863>,</endperson3863>, </endperson3863>
132,650,5,watch:-1 </endperson3864>,</endperson3864>,</endperson3864>,</endperson3864>, </endperson3864>
132,27,3,plot:-1 </endperson3865>,</endperson3865>,</endperson3865>,</endperson3865>, </endperson3865>
132,465,5,character:+1 character:-1 </endperson3866>,7</endperson3866>,5</endperson3866>,acting:+1 </endperson3866>,0.4446566093008031 </endperson3866>
132,1013,3,character:-1 plot:-1 hairline:-1 explosions:-1 </endperson3867>,96;;;;190</endperson3867>,5;;;;4</endperson3867>,scenes:-1 ;;;;cast:+1 villain:+1 acting:+1 plot:-1 </endperson3867>,0.14162656259082052;;;;0.26690027605837974 </endperson3867>
132,803,3, </endperson3868>,</endperson3868>,</endperson3868>,</endperson3868>, </endperson3868>
132,715,5,character:+1 character:-1 isnt:-1 screen:-1 </endperson3869>,190</endperson3869>,4</endperson3869>,character:+1 screen:-1 </endperson3869>,0.26690027605837974 </endperson3869>
132,651,3,tfeel:+1 scenes:+1 movie:-1 watch:-1 </endperson3870>,</endperson3870>,</endperson3870>,</endperson3870>, </endperson3870>
132,14,5,budget:+1 </endperson3871>,67</endperson3871>,4</endperson3871>,stunt:+1 films:-1 </endperson3871>,0.15617067490967385 </endperson3871>
132,456,5, </endperson3872>,8;;;;63;;;;187</endperson3872>,4;;;;5;;;;4</endperson3872>,movie:+1 ;;;;movie:+1 studio:-1 cast:-1 character:-1 ;;;; </endperson3872>,0.521251309834087;;;;0.24226698136919456;;;;0.27294808237604085 </endperson3872>
132,1200,3,tension:+1 watch:-1 </endperson3873>,</endperson3873>,</endperson3873>,</endperson3873>, </endperson3873>
132,248,5,character:-1 </endperson3874>,</endperson3874>,</endperson3874>,</endperson3874>, </endperson3874>
132,487,5,watch:+1 scenes:+1 films:-1 </endperson3875>,67;;;;290;;;;308</endperson3875>,4;;;;4;;;;4</endperson3875>,movies:+1 films:-1 ;;;; ;;;;movie:+1 isnt:+1 character:-1 movie:-1 </endperson3875>,0.15617067490967385;;;;0.38730217159231484;;;;0.46267949227516825 </endperson3875>
132,148,5,cast:+1 character:+1 character:-1 tension:-1 </endperson3876>,</endperson3876>,</endperson3876>,</endperson3876>, </endperson3876>
132,394,5,extras:+1 </endperson3877>,8;;;;503;;;;521</endperson3877>,4;;;;4;;;;4</endperson3877>,films:+1 films:-1 character:-1 ;;;;actors:+1 ;;;; </endperson3877>,0.521251309834087;;;;0.1419476664396967;;;;0.32773780842995803 </endperson3877>
132,1039,5, </endperson3878>,</endperson3878>,</endperson3878>,</endperson3878>, </endperson3878>
132,648,3,scene:-1 </endperson3879>,</endperson3879>,</endperson3879>,</endperson3879>, </endperson3879>
132,1021,5,pace:+1 character:-1 </endperson3880>,</endperson3880>,</endperson3880>,</endperson3880>, </endperson3880>
132,505,4,watch:-1 </endperson3881>,144</endperson3881>,4</endperson3881>,screams:+1 tlook:+1 </endperson3881>,0.41151526819835116 </endperson3881>
132,1178,4, </endperson3882>,</endperson3882>,</endperson3882>,</endperson3882>, </endperson3882>
132,296,4,actors:+1 plot:+1 </endperson3883>,</endperson3883>,</endperson3883>,</endperson3883>, </endperson3883>
132,253,5,films:+1 films:-1 character:-1 </endperson3884>,</endperson3884>,</endperson3884>,</endperson3884>, </endperson3884>
132,552,2,character:+1 scene:+1 character:-1 </endperson3885>,</endperson3885>,</endperson3885>,</endperson3885>, </endperson3885>
132,597,2,isnt:+1 character:-1 script:-1 </endperson3886>,</endperson3886>,</endperson3886>,</endperson3886>, </endperson3886>
132,312,5,performance:+1 films:-1 character:-1 </endperson3887>,3</endperson3887>,5</endperson3887>,movie:+1 actor:-1 </endperson3887>,0.5527558116857479 </endperson3887>
132,90,4,isnt:+1 films:-1 character:-1 </endperson3888>,</endperson3888>,</endperson3888>,</endperson3888>, </endperson3888>
132,539,5,casting:+1 synopsis:+1 character:-1 </endperson3889>,</endperson3889>,</endperson3889>,</endperson3889>, </endperson3889>
132,26,4,wi:+1 </endperson3890>,465</endperson3890>,4</endperson3890>,director:+1 motifs:-1 </endperson3890>,0.3132714363634932 </endperson3890>
132,54,5,instalment:+1 scenes:+1 </endperson3891>,</endperson3891>,</endperson3891>,</endperson3891>, </endperson3891>
132,564,5,character:-1 star:-1 fans:-1 </endperson3892>,</endperson3892>,</endperson3892>,</endperson3892>, </endperson3892>
132,1201,5,films:-1 </endperson3893>,</endperson3893>,</endperson3893>,</endperson3893>, </endperson3893>
132,1202,5, </endperson3894>,</endperson3894>,</endperson3894>,</endperson3894>, </endperson3894>
132,649,2,script:+1 character:-1 script:-1 </endperson3895>,190;;;;465</endperson3895>,4;;;;4</endperson3895>,films:-1 ;;;;films:+1 arent:+1 isnt:+1 tfeel:+1 score:-1 fans:-1 </endperson3895>,0.26690027605837974;;;;0.3132714363634932 </endperson3895>
133,417,3,animation:+1 humour:-1 </endperson3896>,</endperson3896>,</endperson3896>,</endperson3896>, </endperson3896>
133,399,3,character:+1 character:-1 </endperson3897>,</endperson3897>,</endperson3897>,</endperson3897>, </endperson3897>
133,827,4, </endperson3898>,</endperson3898>,</endperson3898>,</endperson3898>, </endperson3898>
133,624,4,films:+1 scene:+1 </endperson3899>,</endperson3899>,</endperson3899>,</endperson3899>, </endperson3899>
133,94,5,humour:-1 </endperson3900>,</endperson3900>,</endperson3900>,</endperson3900>, </endperson3900>
133,826,3,animation:+1 cinematography:-1 </endperson3901>,</endperson3901>,</endperson3901>,</endperson3901>, </endperson3901>
133,502,4,character:+1 viewers:+1 films:-1 isnt:-1 scene:-1 cinematography:-1 </endperson3902>,</endperson3902>,</endperson3902>,</endperson3902>, </endperson3902>
133,1105,5,character:+1 </endperson3903>,</endperson3903>,</endperson3903>,</endperson3903>, </endperson3903>
133,372,2,character:+1 movie:+1 </endperson3904>,</endperson3904>,</endperson3904>,</endperson3904>, </endperson3904>
133,643,4,scenes:+1 scene:-1 </endperson3905>,</endperson3905>,</endperson3905>,</endperson3905>, </endperson3905>
133,175,5,lighting:+1 performances:+1 movie:-1 </endperson3906>,151</endperson3906>,4</endperson3906>,character:+1 actor:-1 </endperson3906>,0.2734248952405781 </endperson3906>
133,419,3,star:+1 </endperson3907>,83</endperson3907>,5</endperson3907>,performances:+1 character:-1 smoothness:-1 scenes:-1 turns:-1 </endperson3907>,0.2768982530651092 </endperson3907>
133,1164,5, </endperson3908>,</endperson3908>,</endperson3908>,</endperson3908>, </endperson3908>
133,443,4,character:-1 comedy:-1 </endperson3909>,</endperson3909>,</endperson3909>,</endperson3909>, </endperson3909>
133,772,4,character:+1 </endperson3910>,</endperson3910>,</endperson3910>,</endperson3910>, </endperson3910>
133,424,3,films:+1 character:+1 tension:-1 </endperson3911>,</endperson3911>,</endperson3911>,</endperson3911>, </endperson3911>
133,859,3,stunts:+1 cast:-1 </endperson3912>,</endperson3912>,</endperson3912>,</endperson3912>, </endperson3912>
133,647,3,films:+1 humour:+1 script:-1 </endperson3913>,538</endperson3913>,4</endperson3913>,cast:-1 character:-1 </endperson3913>,0.0 </endperson3913>
133,561,3, </endperson3914>,</endperson3914>,</endperson3914>,</endperson3914>, </endperson3914>
133,138,3,wi:+1 </endperson3915>,</endperson3915>,</endperson3915>,</endperson3915>, </endperson3915>
133,557,5, </endperson3916>,</endperson3916>,</endperson3916>,</endperson3916>, </endperson3916>
133,122,3,watch:-1 </endperson3917>,</endperson3917>,</endperson3917>,</endperson3917>, </endperson3917>
133,1003,4,films:-1 </endperson3918>,</endperson3918>,</endperson3918>,</endperson3918>, </endperson3918>
133,911,5,films:+1 actors:+1 star:+1 adventure:-1 </endperson3919>,</endperson3919>,</endperson3919>,</endperson3919>, </endperson3919>
133,904,4, </endperson3920>,</endperson3920>,</endperson3920>,</endperson3920>, </endperson3920>
133,1020,5,character:+1 </endperson3921>,</endperson3921>,</endperson3921>,</endperson3921>, </endperson3921>
133,851,5,brothers:+1 character:-1 </endperson3922>,</endperson3922>,</endperson3922>,</endperson3922>, </endperson3922>
133,924,5,character:-1 </endperson3923>,</endperson3923>,</endperson3923>,</endperson3923>, </endperson3923>
133,573,5,romance:+1 films:+1 films:-1 </endperson3924>,</endperson3924>,</endperson3924>,</endperson3924>, </endperson3924>
133,242,5,boyfriend:+1 adventure:-1 </endperson3925>,478</endperson3925>,4</endperson3925>,character:-1 </endperson3925>,0.28123630412747547 </endperson3925>
133,403,5,romance:+1 scene:+1 scene:-1 </endperson3926>,</endperson3926>,</endperson3926>,</endperson3926>, </endperson3926>
133,154,5,isnt:-1 </endperson3927>,</endperson3927>,</endperson3927>,</endperson3927>, </endperson3927>
133,707,5,actor:+1 isnt:-1 humour:-1 </endperson3928>,</endperson3928>,</endperson3928>,</endperson3928>, </endperson3928>
133,855,5,actors:+1 performance:+1 cast:-1 </endperson3929>,</endperson3929>,</endperson3929>,</endperson3929>, </endperson3929>
134,550,5,character:-1 watch:-1 </endperson3930>,</endperson3930>,</endperson3930>,</endperson3930>, </endperson3930>
134,13,4, </endperson3931>,</endperson3931>,</endperson3931>,</endperson3931>, </endperson3931>
134,1028,5, </endperson3932>,</endperson3932>,</endperson3932>,</endperson3932>, </endperson3932>
134,1159,4, </endperson3933>,</endperson3933>,</endperson3933>,</endperson3933>, </endperson3933>
134,15,3,moments:+1 </endperson3934>,</endperson3934>,</endperson3934>,</endperson3934>, </endperson3934>
134,998,3,films:+1 </endperson3935>,</endperson3935>,</endperson3935>,</endperson3935>, </endperson3935>
134,1203,5,storyline:+1 performances:+1 </endperson3936>,</endperson3936>,</endperson3936>,</endperson3936>, </endperson3936>
134,149,2,ending:-1 </endperson3937>,</endperson3937>,</endperson3937>,</endperson3937>, </endperson3937>
134,1204,4,comedy:+1 </endperson3938>,</endperson3938>,</endperson3938>,</endperson3938>, </endperson3938>
134,457,5, </endperson3939>,</endperson3939>,</endperson3939>,</endperson3939>, </endperson3939>
134,21,4, </endperson3940>,</endperson3940>,</endperson3940>,</endperson3940>, </endperson3940>
134,373,4, </endperson3941>,</endperson3941>,</endperson3941>,</endperson3941>, </endperson3941>
134,408,2, </endperson3942>,</endperson3942>,</endperson3942>,</endperson3942>, </endperson3942>
134,26,3,films:+1 specialeffects:+1 </endperson3943>,</endperson3943>,</endperson3943>,</endperson3943>, </endperson3943>
134,169,5,performances:+1 films:-1 </endperson3944>,</endperson3944>,</endperson3944>,</endperson3944>, </endperson3944>
134,1205,5, </endperson3945>,</endperson3945>,</endperson3945>,</endperson3945>, </endperson3945>
134,82,4, </endperson3946>,</endperson3946>,</endperson3946>,</endperson3946>, </endperson3946>
134,138,4,character:+1 specialeffects:+1 </endperson3947>,</endperson3947>,</endperson3947>,</endperson3947>, </endperson3947>
134,401,5, </endperson3948>,</endperson3948>,</endperson3948>,</endperson3948>, </endperson3948>
134,1206,5, </endperson3949>,</endperson3949>,</endperson3949>,</endperson3949>, </endperson3949>
134,1207,2,performance:+1 character:-1 </endperson3950>,</endperson3950>,</endperson3950>,</endperson3950>, </endperson3950>
134,505,3, </endperson3951>,</endperson3951>,</endperson3951>,</endperson3951>, </endperson3951>
134,723,3,character:-1 scenes:-1 </endperson3952>,</endperson3952>,</endperson3952>,</endperson3952>, </endperson3952>
134,432,5,movie:+1 </endperson3953>,</endperson3953>,</endperson3953>,</endperson3953>, </endperson3953>
134,83,3,moments:-1 </endperson3954>,1</endperson3954>,4</endperson3954>,soundtrack:+1 character:+1 reviews:+1 movie:-1 </endperson3954>,0.5637276664426234 </endperson3954>
134,377,5, </endperson3955>,</endperson3955>,</endperson3955>,</endperson3955>, </endperson3955>
134,1067,4,performance:+1 star:+1 </endperson3956>,</endperson3956>,</endperson3956>,</endperson3956>, </endperson3956>
134,857,2, </endperson3957>,</endperson3957>,</endperson3957>,</endperson3957>, </endperson3957>
134,850,4,films:+1 </endperson3958>,</endperson3958>,</endperson3958>,</endperson3958>, </endperson3958>
135,636,5,scenes:+1 </endperson3959>,</endperson3959>,</endperson3959>,</endperson3959>, </endperson3959>
135,1093,5,star:+1 disk:-1 </endperson3960>,</endperson3960>,</endperson3960>,</endperson3960>, </endperson3960>
135,1094,5,character:+1 </endperson3961>,</endperson3961>,</endperson3961>,</endperson3961>, </endperson3961>
135,1095,4,scenes:+1 </endperson3962>,</endperson3962>,</endperson3962>,</endperson3962>, </endperson3962>
135,848,4, </endperson3963>,</endperson3963>,</endperson3963>,</endperson3963>, </endperson3963>
135,615,5,dolby:+1 acting:+1 </endperson3964>,144</endperson3964>,5</endperson3964>,padding:-1 character:-1 scenes:-1 budget:-1 </endperson3964>,0.183616444697993 </endperson3964>
135,1071,5,storyline:+1 dolby:+1 scenes:-1 </endperson3965>,</endperson3965>,</endperson3965>,</endperson3965>, </endperson3965>
135,1116,5, </endperson3966>,</endperson3966>,</endperson3966>,</endperson3966>, </endperson3966>
135,350,5,sequences:+1 </endperson3967>,</endperson3967>,</endperson3967>,</endperson3967>, </endperson3967>
135,803,4,moments:-1 </endperson3968>,</endperson3968>,</endperson3968>,</endperson3968>, </endperson3968>
135,1208,4,scenes:+1 </endperson3969>,</endperson3969>,</endperson3969>,</endperson3969>, </endperson3969>
136,1170,5,semi:+1 moments:-1 </endperson3970>,469</endperson3970>,5</endperson3970>,movie:-1 </endperson3970>,0.0 </endperson3970>
136,71,3, </endperson3971>,0;;;;131</endperson3971>,4;;;;4</endperson3971>,performance:+1 isnt:+1 character:-1 scenes:-1 ;;;;movie:+1 </endperson3971>,0.3355121508004809;;;;0.26387578099436926 </endperson3971>
136,539,5, </endperson3972>,</endperson3972>,</endperson3972>,</endperson3972>, </endperson3972>
136,94,4, </endperson3973>,0;;;;308</endperson3973>,4;;;;4</endperson3973>,performance:+1 movie:+1 isnt:+1 ;;;;character:+1 movie:+1 acting:+1 </endperson3973>,0.3355121508004809;;;;0.39022464691229286 </endperson3973>
136,614,5, </endperson3974>,</endperson3974>,</endperson3974>,</endperson3974>, </endperson3974>
136,262,5,cast:-1 watch:-1 </endperson3975>,2;;;;308</endperson3975>,4;;;;4</endperson3975>,movie:-1 ;;;;star:+1 movie:-1 isnt:-1 </endperson3975>,0.40241604522088426;;;;0.39022464691229286 </endperson3975>
136,81,5, </endperson3976>,</endperson3976>,</endperson3976>,</endperson3976>, </endperson3976>
136,77,2,cast:-1 scenes:-1 </endperson3977>,2</endperson3977>,4</endperson3977>,performance:+1 movie:+1 movie:-1 watch:-1 </endperson3977>,0.40241604522088426 </endperson3977>
136,89,5, </endperson3978>,0;;;;5</endperson3978>,4;;;;4</endperson3978>, ;;;;character:+1 character:-1 credits:-1 </endperson3978>,0.3355121508004809;;;;0.6346724390881202 </endperson3978>
136,516,5, </endperson3979>,</endperson3979>,</endperson3979>,</endperson3979>, </endperson3979>
136,407,5,character:+1 moments:-1 </endperson3980>,5;;;;84;;;;130;;;;151</endperson3980>,4;;;;4;;;;5;;;;4</endperson3980>, ;;;; ;;;; ;;;; </endperson3980>,0.6346724390881202;;;;0.3479515010322872;;;;0.3201792178378122;;;;0.3058535465395429 </endperson3980>
136,265,5, </endperson3981>,</endperson3981>,</endperson3981>,</endperson3981>, </endperson3981>
136,1163,4, </endperson3982>,</endperson3982>,</endperson3982>,</endperson3982>, </endperson3982>
136,26,4, </endperson3983>,2</endperson3983>,4</endperson3983>,movies:+1 character:+1 movie:+1 audiences:+1 actor:-1 </endperson3983>,0.40241604522088426 </endperson3983>
136,229,5,films:+1 character:-1 scenes:-1 </endperson3984>,</endperson3984>,</endperson3984>,</endperson3984>, </endperson3984>
136,1204,5, </endperson3985>,</endperson3985>,</endperson3985>,</endperson3985>, </endperson3985>
136,159,5, </endperson3986>,</endperson3986>,</endperson3986>,</endperson3986>, </endperson3986>
136,79,4,specialeffects:+1 </endperson3987>,0</endperson3987>,4</endperson3987>,isnt:+1 isnt:-1 </endperson3987>,0.3355121508004809 </endperson3987>
136,138,3,plot:+1 comedy:+1 scenes:+1 films:-1 actors:-1 moments:-1 </endperson3988>,0;;;;465</endperson3988>,4;;;;4</endperson3988>,character:-1 disc:-1 ;;;;isnt:+1 </endperson3988>,0.3355121508004809;;;;0.43441339154164993 </endperson3988>
136,216,5,actors:+1 character:+1 </endperson3989>,</endperson3989>,</endperson3989>,</endperson3989>, </endperson3989>
136,563,4,films:+1 performances:+1 dolby:+1 </endperson3990>,</endperson3990>,</endperson3990>,</endperson3990>, </endperson3990>
136,493,5, </endperson3991>,</endperson3991>,</endperson3991>,</endperson3991>, </endperson3991>
136,773,4,subtitles:+1 character:+1 screen:+1 </endperson3992>,445</endperson3992>,4</endperson3992>,films:+1 character:+1 humour:+1 </endperson3992>,0.4480821353048656 </endperson3992>
136,189,5,isnt:+1 </endperson3993>,465</endperson3993>,5</endperson3993>, </endperson3993>,0.43441339154164993 </endperson3993>
