user,item,helped_rating,rating,sentiment,hu_sentiment
130,758:138,4,5,cast:+1 character:+1 </endperson3872>,</endperson3872>
136,465:189,5,4, </endperson3873>, </endperson3873>
335,26:839,4,5,director:+1 </endperson3874>,director:+1 </endperson3874>
123,2:63,4,4,character:+1 humour:-1 </endperson3875>,character:+1 humour:-1 </endperson3875>
281,328:808,4,5,films:+1 movie:+1 films:-1 viewing:-1 </endperson3876>,films:+1 movie:+1 films:-1 viewing:-1 </endperson3876>
281,444:808,5,5,scenes:+1 acting:+1 </endperson3877>,</endperson3877>
475,148:1238,4,5,stunt:+1 isnt:+1 character:-1 </endperson3878>,stunt:+1 isnt:+1 character:-1 </endperson3878>
475,362:1238,3,4,movie:+1 character:-1 </endperson3879>,</endperson3879>
475,403:1238,5,5,character:+1 isnt:+1 character:-1 </endperson3880>,</endperson3880>
475,448:1238,4,4, </endperson3881>,</endperson3881>
475,465:1238,4,5,curves:+1 actionscenes:-1 </endperson3882>,</endperson3882>
475,752:1238,4,5, </endperson3883>,</endperson3883>
240,17:369,4,4,viewers:+1 comedy:+1 movies:-1 </endperson3884>,viewers:+1 comedy:+1 movies:-1 </endperson3884>
240,211:369,4,4,humour:-1 </endperson3885>,</endperson3885>
240,215:369,4,4,scenes:+1 acting:+1 </endperson3886>,</endperson3886>
240,264:369,4,4,movie:+1 </endperson3887>,</endperson3887>
240,704:369,4,3,isnt:+1 isnt:-1 </endperson3888>,</endperson3888>
96,183:1013,4,3,movie:-1 </endperson3889>,movie:-1 </endperson3889>
96,288:1013,4,5,viewers:+1 movie:+1 isnt:+1 fightscenes:+1 character:-1 movie:-1 </endperson3890>,</endperson3890>
96,301:1013,4,2, </endperson3891>,</endperson3891>
96,465:1013,4,1,explosions:+1 scene:+1 score:-1 explosions:-1 acting:-1 </endperson3892>,</endperson3892>
7,99:481,4,3,prom:-1 </endperson3893>,prom:-1 </endperson3893>
7,465:481,4,3,piano:-1 </endperson3894>,</endperson3894>
103,7:376,4,4,specialeffects:+1 acting:+1 </endperson3895>,specialeffects:+1 acting:+1 </endperson3895>
103,96:376,4,5,character:-1 movie:-1 </endperson3896>,</endperson3896>
179,7:494,4,4,chemistry:+1 comedy:-1 </endperson3897>,chemistry:+1 comedy:-1 </endperson3897>
306,228:730,4,3,scenery:+1 character:-1 movie:-1 isnt:-1 </endperson3898>,scenery:+1 character:-1 movie:-1 isnt:-1 </endperson3898>
812,449:208,4,3,soundtrack:+1 </endperson3899>,soundtrack:+1 </endperson3899>
189,0:25,5,2,arent:+1 isnt:-1 tlook:-1 </endperson3900>,arent:+1 isnt:-1 tlook:-1 </endperson3900>
189,180:25,4,4,films:+1 character:-1 comicrelief:-1 </endperson3901>,</endperson3901>
503,163:953,3,4,movie:+1 </endperson3902>,movie:+1 </endperson3902>
87,144:702,4,3,plot:-1 </endperson3903>,plot:-1 </endperson3903>
465,0:75,4,3,performance:+1 isnt:+1 character:-1 </endperson3904>,performance:+1 isnt:+1 character:-1 </endperson3904>
499,64:1018,3,3, </endperson3905>, </endperson3905>
499,115:1018,3,2,films:+1 </endperson3906>,</endperson3906>
499,276:1018,3,4,character:-1 </endperson3907>,</endperson3907>
499,472:1018,3,4,detective:-1 </endperson3908>,</endperson3908>
67,94:1054,4,2,actor:+1 character:+1 films:-1 character:-1 reviews:-1 acting:-1 </endperson3909>,actor:+1 character:+1 films:-1 character:-1 reviews:-1 acting:-1 </endperson3909>
67,109:1054,4,2,tension:+1 characters:-1 </endperson3910>,</endperson3910>
67,398:1054,5,4,actor:+1 films:-1 </endperson3911>,</endperson3911>
26,262:871,4,4,performances:+1 </endperson3912>,performances:+1 </endperson3912>
69,123:436,4,5,watch:-1 </endperson3913>,watch:-1 </endperson3913>
361,379:139,4,5,movies:+1 plot:+1 budget:+1 acting:+1 </endperson3914>,movies:+1 plot:+1 budget:+1 acting:+1 </endperson3914>
361,607:139,2,5, </endperson3915>,</endperson3915>
361,660:139,1,4, </endperson3916>,</endperson3916>
361,662:139,4,4,character:+1 </endperson3917>,</endperson3917>
198,225:216,4,5, </endperson3918>, </endperson3918>
0,523:127,4,5,scenery:+1 </endperson3919>,scenery:+1 </endperson3919>
329,2:287,4,4,actor:+1 movies:-1 cinemas:-1 </endperson3920>,actor:+1 movies:-1 cinemas:-1 </endperson3920>
329,276:287,4,5,ending:+1 films:+1 </endperson3921>,</endperson3921>
329,308:287,4,4,horror:+1 movie:+1 sciencefiction:+1 movies:-1 cinemas:-1 ending:-1 isnt:-1 </endperson3922>,</endperson3922>
329,433:287,4,4,actor:+1 films:+1 actors:+1 character:+1 </endperson3923>,</endperson3923>
347,704:168,3,5, </endperson3924>, </endperson3924>
75,103:260,4,3,movie:+1 isnt:+1 performances:+1 </endperson3925>,movie:+1 isnt:+1 performances:+1 </endperson3925>
75,468:260,4,3, </endperson3926>,</endperson3926>
75,518:260,3,5,hero:+1 </endperson3927>,</endperson3927>
611,581:177,4,5,films:+1 isnt:+1 comedy:+1 character:-1 </endperson3928>,films:+1 isnt:+1 comedy:+1 character:-1 </endperson3928>
611,614:177,4,4,character:+1 moments:-1 scene:-1 </endperson3929>,</endperson3929>
611,710:177,4,5,cast:+1 actors:+1 scenes:+1 </endperson3930>,</endperson3930>
9,11:487,4,4,scenes:+1 movie:-1 </endperson3931>,scenes:+1 movie:-1 </endperson3931>
9,132:487,4,5,watch:+1 scenes:+1 films:-1 </endperson3932>,</endperson3932>
9,188:487,3,4,wasnt:-1 </endperson3933>,</endperson3933>
9,290:487,4,1, </endperson3934>,</endperson3934>
378,356:820,4,5,character:-1 </endperson3935>,character:-1 </endperson3935>
378,375:820,1,5, </endperson3936>,</endperson3936>
378,443:820,4,5, </endperson3937>,</endperson3937>
508,292:1003,4,2, </endperson3938>, </endperson3938>
312,110:1094,4,5,humour:-1 </endperson3939>,humour:-1 </endperson3939>
2,60:286,4,2,scenes:+1 casting:+1 movie:-1 </endperson3940>,scenes:+1 casting:+1 movie:-1 </endperson3940>
2,306:286,4,2,films:+1 actors:+1 actors:-1 </endperson3941>,</endperson3941>
215,491:838,4,5,comedy:-1 </endperson3942>,comedy:-1 </endperson3942>
626,698:875,2,3, </endperson3943>, </endperson3943>
611,614:879,4,2,plot:+1 </endperson3944>,plot:+1 </endperson3944>
499,92:649,3,4,scenes:+1 </endperson3945>,scenes:+1 </endperson3945>
499,190:649,3,4,films:-1 </endperson3946>,</endperson3946>
499,298:649,4,4,wi:+1 movie:+1 </endperson3947>,</endperson3947>
465,75:617,4,4,character:-1 </endperson3948>,character:-1 </endperson3948>
7,399:570,4,1,films:+1 performance:+1 cringe:+1 acting:+1 </endperson3949>,films:+1 performance:+1 cringe:+1 acting:+1 </endperson3949>
466,314:450,4,5,performance:+1 isnt:+1 cringe:+1 vampire:+1 scenes:-1 </endperson3950>,performance:+1 isnt:+1 cringe:+1 vampire:+1 scenes:-1 </endperson3950>
111,398:540,4,5,movies:+1 soundtrack:+1 films:+1 character:-1 scenes:-1 </endperson3951>,movies:+1 soundtrack:+1 films:+1 character:-1 scenes:-1 </endperson3951>
2,0:32,4,4, </endperson3952>, </endperson3952>
2,9:32,4,5, </endperson3953>,</endperson3953>
2,84:32,4,4, </endperson3954>,</endperson3954>
2,110:32,4,4,movie:+1 plot:+1 </endperson3955>,</endperson3955>
2,312:32,4,2,storyline:-1 </endperson3956>,</endperson3956>
2,460:32,4,5, </endperson3957>,</endperson3957>
204,166:586,4,5,character:-1 </endperson3958>,character:-1 </endperson3958>
7,8:587,4,2,performance:+1 tanything:+1 performances:+1 tanything:-1 </endperson3959>,performance:+1 tanything:+1 performances:+1 tanything:-1 </endperson3959>
7,69:587,4,4,scenes:+1 scenery:+1 scenes:-1 </endperson3960>,</endperson3960>
7,147:587,4,2,chemistry:+1 </endperson3961>,</endperson3961>
504,7:420,4,4,reviews:+1 comedy:+1 moments:-1 reviews:-1 comedy:-1 sexreferences:-1 </endperson3962>,reviews:+1 comedy:+1 moments:-1 reviews:-1 comedy:-1 sexreferences:-1 </endperson3962>
504,190:420,4,3,films:+1 plot:-1 characterisation:-1 </endperson3963>,</endperson3963>
504,308:420,4,3,movie:+1 comedy:+1 character:-1 movie:-1 watch:-1 comedy:-1 </endperson3964>,</endperson3964>
504,395:420,4,3,performance:+1 jack:-1 </endperson3965>,</endperson3965>
123,0:92,4,4,performance:+1 </endperson3966>,performance:+1 </endperson3966>
75,110:1095,4,5,character:-1 </endperson3967>,character:-1 </endperson3967>
75,304:1095,4,5,character:-1 </endperson3968>,</endperson3968>
695,42:766,4,4,character:+1 characterdevelopment:-1 </endperson3969>,character:+1 characterdevelopment:-1 </endperson3969>
147,403:956,4,2, </endperson3970>, </endperson3970>
137,171:872,4,3, </endperson3971>, </endperson3971>
389,275:775,3,4,ending:+1 movie:+1 </endperson3972>,ending:+1 movie:+1 </endperson3972>
389,371:775,4,4,watch:-1 scene:-1 </endperson3973>,</endperson3973>
216,3:345,4,2, </endperson3974>, </endperson3974>
216,230:345,4,3,movie:+1 </endperson3975>,</endperson3975>
216,253:345,4,3,acting:+1 scenes:-1 </endperson3976>,</endperson3976>
216,342:345,4,5,character:+1 </endperson3977>,</endperson3977>
698,359:843,3,5, </endperson3978>, </endperson3978>
698,629:843,4,4,movie:+1 character:-1 </endperson3979>,</endperson3979>
297,691:1106,3,5, </endperson3980>, </endperson3980>
204,153:778,4,4,mannerisms:+1 acting:+1 scenes:-1 </endperson3981>,mannerisms:+1 acting:+1 scenes:-1 </endperson3981>
204,158:778,4,4,performance:+1 script:+1 films:-1 </endperson3982>,</endperson3982>
204,212:778,4,4,humour:+1 </endperson3983>,</endperson3983>
7,114:471,4,5,films:-1 </endperson3984>,films:-1 </endperson3984>
7,123:471,4,4,cast:+1 films:-1 </endperson3985>,</endperson3985>
7,190:471,4,3, </endperson3986>,</endperson3986>
7,459:471,4,3,films:+1 </endperson3987>,</endperson3987>
7,563:471,4,4,character:-1 movie:-1 </endperson3988>,</endperson3988>
7,704:471,4,1,character:-1 </endperson3989>,</endperson3989>
174,42:598,5,4,character:+1 </endperson3990>,character:+1 </endperson3990>
67,4:376,3,3, </endperson3991>, </endperson3991>
67,7:376,4,4,specialeffects:+1 acting:+1 </endperson3992>,</endperson3992>
67,93:376,4,5,specialeffects:+1 </endperson3993>,</endperson3993>
67,96:376,4,5,character:-1 movie:-1 </endperson3994>,</endperson3994>
67,103:376,5,4, </endperson3995>,</endperson3995>
67,107:376,4,4, </endperson3996>,</endperson3996>
67,109:376,4,5,wi:+1 movie:-1 </endperson3997>,</endperson3997>
67,112:376,4,4,specialeffects:+1 specialeffects:-1 </endperson3998>,</endperson3998>
67,175:376,4,4,arent:+1 acting:+1 </endperson3999>,</endperson3999>
67,184:376,4,5,actors:-1 character:-1 </endperson4000>,</endperson4000>
67,190:376,4,4,character:+1 </endperson4001>,</endperson4001>
67,306:376,5,4,script:-1 </endperson4002>,</endperson4002>
67,318:376,3,5,movie:-1 </endperson4003>,</endperson4003>
67,459:376,4,4,movie:+1 plot:+1 pace:-1 budget:-1 </endperson4004>,</endperson4004>
67,465:376,4,3,character:+1 strings:+1 vocals:+1 vocals:-1 </endperson4005>,</endperson4005>
67,468:376,4,2, </endperson4006>,</endperson4006>
67,513:376,4,5,character:+1 </endperson4007>,</endperson4007>
67,783:376,4,5,specialeffects:+1 character:-1 </endperson4008>,</endperson4008>
67,788:376,4,4,character:-1 </endperson4009>,</endperson4009>
308,185:280,5,2, </endperson4010>, </endperson4010>
182,97:91,4,5,isnt:+1 scene:-1 </endperson4011>,isnt:+1 scene:-1 </endperson4011>
182,189:91,5,4,movie:+1 clips:+1 </endperson4012>,</endperson4012>
723,664:763,4,4, </endperson4013>, </endperson4013>
258,379:1281,4,5,cast:+1 </endperson4014>,cast:+1 </endperson4014>
69,115:533,4,2,performance:+1 </endperson4015>,performance:+1 </endperson4015>
395,2:270,4,4,movies:+1 movie:-1 </endperson4016>,movies:+1 movie:-1 </endperson4016>
395,190:270,4,4, </endperson4017>,</endperson4017>
395,282:270,4,3,acting:+1 </endperson4018>,</endperson4018>
395,319:270,4,4,performance:+1 </endperson4019>,</endperson4019>
665,577:213,4,3,halfhour:+1 movie:-1 </endperson4020>,halfhour:+1 movie:-1 </endperson4020>
665,639:213,4,5,lovestory:+1 </endperson4021>,</endperson4021>
665,698:213,4,5,cinematography:+1 </endperson4022>,</endperson4022>
132,190:715,4,3,character:+1 screen:-1 </endperson4023>,character:+1 screen:-1 </endperson4023>
69,94:1061,4,5,watch:-1 </endperson4024>,watch:-1 </endperson4024>
69,96:1061,4,4,character:+1 </endperson4025>,</endperson4025>
69,100:1061,4,5, </endperson4026>,</endperson4026>
69,107:1061,4,2,arent:+1 fairytale:+1 </endperson4027>,</endperson4027>
69,110:1061,4,5,movie:+1 </endperson4028>,</endperson4028>
69,185:1061,4,3,humour:-1 </endperson4029>,</endperson4029>
320,601:213,4,5,movie:+1 </endperson4030>,movie:+1 </endperson4030>
67,174:406,2,5, </endperson4031>, </endperson4031>
378,54:983,4,3,movie:+1 movie:-1 </endperson4032>,movie:+1 movie:-1 </endperson4032>
378,762:983,2,5,movie:+1 movie:-1 </endperson4033>,</endperson4033>
98,97:411,4,4,comedy:+1 </endperson4034>,comedy:+1 </endperson4034>
288,90:435,4,3,chemistry:+1 acting:+1 character:-1 </endperson4035>,chemistry:+1 acting:+1 character:-1 </endperson4035>
0,2:77,4,4,performance:+1 movie:+1 movie:-1 watch:-1 </endperson4036>,performance:+1 movie:+1 movie:-1 watch:-1 </endperson4036>
0,6:77,4,5,humour:+1 video:+1 sbusiness:+1 </endperson4037>,</endperson4037>
0,7:77,4,4,character:+1 </endperson4038>,</endperson4038>
0,136:77,4,2,cast:-1 scenes:-1 </endperson4039>,</endperson4039>
0,190:77,4,2,films:+1 </endperson4040>,</endperson4040>
0,308:77,4,4,character:+1 performance:+1 movie:+1 movie:-1 humour:-1 </endperson4041>,</endperson4041>
0,441:77,4,2,scenes:-1 </endperson4042>,</endperson4042>
0,465:77,4,4,movie:+1 </endperson4043>,</endperson4043>
0,511:77,3,4,films:+1 movie:-1 </endperson4044>,</endperson4044>
0,518:77,3,1, </endperson4045>,</endperson4045>
328,37:842,4,3,movie:+1 cringe:+1 screen:+1 plot:-1 </endperson4046>,movie:+1 cringe:+1 screen:+1 plot:-1 </endperson4046>
627,389:110,2,4, </endperson4047>, </endperson4047>
627,494:110,2,4, </endperson4048>,</endperson4048>
189,67:133,4,4,films:+1 cast:+1 plotholes:-1 </endperson4049>,films:+1 cast:+1 plotholes:-1 </endperson4049>
189,488:133,4,4, </endperson4050>,</endperson4050>
146,328:1223,4,5, </endperson4051>, </endperson4051>
146,447:1223,4,5,acting:+1 </endperson4052>,</endperson4052>
146,636:1223,3,4, </endperson4053>,</endperson4053>
409,5:353,4,5,character:+1 </endperson4054>,character:+1 </endperson4054>
190,8:574,4,4,cast:+1 performance:+1 tanything:-1 </endperson4055>,cast:+1 performance:+1 tanything:-1 </endperson4055>
190,465:574,4,4,character:-1 </endperson4056>,</endperson4056>
67,5:39,4,5, </endperson4057>, </endperson4057>
67,7:39,4,4,acting:+1 </endperson4058>,</endperson4058>
123,73:521,4,5,actors:+1 movie:-1 </endperson4059>,actors:+1 movie:-1 </endperson4059>
123,433:521,4,4,isnt:-1 humour:-1 </endperson4060>,</endperson4060>
123,783:521,4,5,cast:+1 performance:+1 comedy:+1 </endperson4061>,</endperson4061>
491,356:237,4,3,films:+1 performance:+1 character:-1 </endperson4062>,films:+1 performance:+1 character:-1 </endperson4062>
8,221:727,4,5, </endperson4063>, </endperson4063>
8,751:727,3,4,movie:-1 </endperson4064>,</endperson4064>
21,392:834,4,4,character:+1 comedy:-1 </endperson4065>,character:+1 comedy:-1 </endperson4065>
698,234:874,3,5,reviews:+1 films:-1 reviews:-1 plot:-1 </endperson4066>,reviews:+1 films:-1 reviews:-1 plot:-1 </endperson4066>
698,656:874,4,5,moments:+1 script:+1 </endperson4067>,</endperson4067>
301,67:762,4,4,star:+1 chemistry:-1 </endperson4068>,star:+1 chemistry:-1 </endperson4068>
414,432:939,4,4, </endperson4069>, </endperson4069>
476,86:1108,4,4, </endperson4070>, </endperson4070>
476,488:1108,4,5, </endperson4071>,</endperson4071>
476,497:1108,4,5,movie:+1 </endperson4072>,</endperson4072>
220,674:974,4,3,moments:-1 </endperson4073>,moments:-1 </endperson4073>
220,704:974,4,4,hollywood:-1 </endperson4074>,</endperson4074>
314,97:657,4,2,actresses:+1 comedy:+1 plot:-1 </endperson4075>,actresses:+1 comedy:+1 plot:-1 </endperson4075>
314,472:657,4,4,cast:+1 actress:+1 </endperson4076>,</endperson4076>
331,733:725,3,4,plot:-1 </endperson4077>,plot:-1 </endperson4077>
123,7:564,4,4,chemistry:+1 scenes:+1 </endperson4078>,chemistry:+1 scenes:+1 </endperson4078>
123,92:564,4,5,films:-1 </endperson4079>,</endperson4079>
123,118:564,3,5,movie:-1 </endperson4080>,</endperson4080>
123,132:564,4,5,character:-1 star:-1 fans:-1 </endperson4081>,</endperson4081>
123,506:564,4,4,wi:+1 specialeffects:+1 </endperson4082>,</endperson4082>
7,308:552,4,5,comedy:+1 character:-1 movie:-1 </endperson4083>,comedy:+1 character:-1 movie:-1 </endperson4083>
84,64:1019,3,4, </endperson4084>, </endperson4084>
84,67:1019,4,3,movies:+1 movie:+1 screenpresence:-1 </endperson4085>,</endperson4085>
84,472:1019,4,5, </endperson4086>,</endperson4086>
433,221:943,4,4,character:+1 artist:+1 performance:-1 </endperson4087>,character:+1 artist:+1 performance:-1 </endperson4087>
341,228:814,4,5,films:-1 moments:-1 </endperson4088>,films:-1 moments:-1 </endperson4088>
341,239:814,4,5,character:+1 performance:+1 niggles:-1 performances:-1 </endperson4089>,</endperson4089>
341,262:814,4,3,scenery:+1 plot:-1 </endperson4090>,</endperson4090>
341,361:814,4,4,films:+1 soundtrack:+1 scenes:+1 </endperson4091>,</endperson4091>
341,491:814,4,5,films:+1 performances:+1 fans:-1 </endperson4092>,</endperson4092>
129,180:268,4,1,budget:+1 </endperson4093>,budget:+1 </endperson4093>
129,460:268,4,1,films:-1 character:-1 isnt:-1 </endperson4094>,</endperson4094>
329,476:1090,4,2, </endperson4095>, </endperson4095>
329,707:1090,4,4,performances:+1 </endperson4096>,</endperson4096>
42,31:397,4,5, </endperson4097>, </endperson4097>
26,383:790,1,4, </endperson4098>, </endperson4098>
26,721:790,1,5,films:+1 </endperson4099>,</endperson4099>
333,465:698,4,2, </endperson4100>, </endperson4100>
211,243:1294,3,1, </endperson4101>, </endperson4101>
211,368:1294,3,2,plot:+1 acting:-1 </endperson4102>,</endperson4102>
211,586:1294,3,5, </endperson4103>,</endperson4103>
301,7:6,4,5,actors:+1 character:+1 comedy:+1 acting:+1 comedy:-1 </endperson4104>,actors:+1 character:+1 comedy:+1 acting:+1 comedy:-1 </endperson4104>
382,729:1241,2,4,performance:-1 </endperson4105>,performance:-1 </endperson4105>
262,220:371,4,1,actor:+1 </endperson4106>,actor:+1 </endperson4106>
262,378:371,4,4,actionsequences:+1 movie:-1 familyman:-1 </endperson4107>,</endperson4107>
262,493:371,4,5, </endperson4108>,</endperson4108>
279,136:563,4,4,films:+1 performances:+1 dolby:+1 </endperson4109>,films:+1 performances:+1 dolby:+1 </endperson4109>
514,696:914,4,3,performance:+1 performance:-1 </endperson4110>,performance:+1 performance:-1 </endperson4110>
361,348:1346,3,5, </endperson4111>, </endperson4111>
361,351:1346,4,4,script:+1 </endperson4112>,</endperson4112>
399,67:574,5,3,datemovie:+1 scenes:+1 character:-1 </endperson4113>,datemovie:+1 scenes:+1 character:-1 </endperson4113>
399,190:574,4,4, </endperson4114>,</endperson4114>
508,60:256,4,2,movie:+1 fans:+1 comedy:-1 </endperson4115>,movie:+1 fans:+1 comedy:-1 </endperson4115>
139,280:1002,5,5,movies:+1 </endperson4116>,movies:+1 </endperson4116>
7,8:453,4,3,movie:+1 </endperson4117>,movie:+1 </endperson4117>
7,101:453,4,4, </endperson4118>,</endperson4118>
7,433:453,4,4,character:+1 storyline:+1 isnt:-1 </endperson4119>,</endperson4119>
7,466:453,4,4,actresses:+1 moments:-1 </endperson4120>,</endperson4120>
465,67:406,4,4,films:+1 teammember:+1 </endperson4121>,films:+1 teammember:+1 </endperson4121>
384,3:156,4,5, </endperson4122>, </endperson4122>
384,144:156,4,5,films:+1 soundtrack:+1 character:+1 movie:+1 plot:+1 performances:+1 plot:-1 </endperson4123>,</endperson4123>
384,645:156,4,5,soundtrack:+1 </endperson4124>,</endperson4124>
293,0:126,4,3,films:+1 horror:+1 movie:-1 </endperson4125>,films:+1 horror:+1 movie:-1 </endperson4125>
44,174:948,3,2, </endperson4126>, </endperson4126>
426,7:523,4,5,plot:+1 character:-1 </endperson4127>,plot:+1 character:-1 </endperson4127>
7,2:90,5,5,movie:+1 characters:+1 movies:-1 character:-1 movie:-1 </endperson4128>,movie:+1 characters:+1 movies:-1 character:-1 movie:-1 </endperson4128>
7,8:90,4,5,movies:+1 films:+1 cast:+1 movie:+1 scenes:+1 specialeffects:+1 performances:+1 films:-1 </endperson4129>,</endperson4129>
7,20:90,4,5,movie:+1 </endperson4130>,</endperson4130>
7,67:90,5,4,films:+1 gadgets:+1 movie:-1 actionsequences:-1 </endperson4131>,</endperson4131>
7,111:90,4,2,plot:-1 </endperson4132>,</endperson4132>
7,117:90,4,5,performance:+1 movie:+1 films:-1 </endperson4133>,</endperson4133>
7,190:90,4,5,wi:+1 scenery:+1 acting:+1 </endperson4134>,</endperson4134>
7,306:90,5,5,performance:+1 acting:-1 </endperson4135>,</endperson4135>
7,465:90,4,4,character:-1 strings:-1 brass:-1 pyrotechnics:-1 turns:-1 </endperson4136>,</endperson4136>
7,506:90,4,4,soundtrack:+1 plot:+1 tfeel:+1 </endperson4137>,</endperson4137>
465,115:533,4,2,performance:+1 </endperson4138>,performance:+1 </endperson4138>
465,182:533,3,4,acting:+1 </endperson4139>,</endperson4139>
465,469:533,4,3,movie:-1 </endperson4140>,</endperson4140>
469,7:629,4,3,actors:+1 wi:+1 character:-1 </endperson4141>,actors:+1 wi:+1 character:-1 </endperson4141>
30,419:137,4,4,soundtrack:+1 films:-1 character:-1 </endperson4142>,soundtrack:+1 films:-1 character:-1 </endperson4142>
30,565:137,4,4,comedy:+1 </endperson4143>,</endperson4143>
361,17:214,4,4,slapstick:-1 </endperson4144>,slapstick:-1 </endperson4144>
733,256:854,4,4,isnt:+1 acting:+1 </endperson4145>,isnt:+1 acting:+1 </endperson4145>
733,722:854,2,3, </endperson4146>,</endperson4146>
715,389:1271,3,5,ending:+1 </endperson4147>,ending:+1 </endperson4147>
136,2:262,4,3,movie:-1 </endperson4148>,movie:-1 </endperson4148>
136,308:262,4,3,star:+1 movie:-1 isnt:-1 </endperson4149>,</endperson4149>
67,5:388,3,5,actors:+1 </endperson4150>,actors:+1 </endperson4150>
67,7:388,4,5,roles:+1 acting:+1 </endperson4151>,</endperson4151>
67,9:388,4,4,cast:+1 films:-1 character:-1 roles:-1 </endperson4152>,</endperson4152>
67,11:388,4,4,character:+1 movie:+1 character:-1 </endperson4153>,</endperson4153>
67,99:388,4,3,watch:-1 tanything:-1 </endperson4154>,</endperson4154>
67,190:388,4,3,plot:+1 snothing:+1 </endperson4155>,</endperson4155>
67,398:388,5,5,films:-1 character:-1 </endperson4156>,</endperson4156>
67,465:388,4,3,movie:+1 </endperson4157>,</endperson4157>
67,513:388,4,5,acting:+1 character:-1 </endperson4158>,</endperson4158>
0,75:91,4,5,script:+1 </endperson4159>,script:+1 </endperson4159>
0,182:91,4,4,films:+1 </endperson4160>,</endperson4160>
0,191:91,4,4,films:-1 character:-1 </endperson4161>,</endperson4161>
0,346:91,4,5,actor:+1 acting:+1 plot:-1 </endperson4162>,</endperson4162>
163,46:953,4,4,scenes:+1 character:-1 </endperson4163>,scenes:+1 character:-1 </endperson4163>
163,211:953,4,2,character:+1 director:-1 </endperson4164>,</endperson4164>
163,704:953,4,3,movie:+1 </endperson4165>,</endperson4165>
24,704:807,3,4,plot:-1 </endperson4166>,plot:-1 </endperson4166>
4,122:261,4,4,films:+1 twists:+1 </endperson4167>,films:+1 twists:+1 </endperson4167>
4,191:261,4,3,soundtrack:+1 viewers:+1 character:-1 </endperson4168>,</endperson4168>
67,190:21,4,4, </endperson4169>, </endperson4169>
67,301:21,3,5,comedy:+1 character:-1 </endperson4170>,</endperson4170>
67,407:21,5,5, </endperson4171>,</endperson4171>
67,428:21,4,4,isnt:-1 </endperson4172>,</endperson4172>
361,531:303,2,3,plot:+1 plot:-1 </endperson4173>,plot:+1 plot:-1 </endperson4173>
361,774:303,2,5, </endperson4174>,</endperson4174>
185,183:66,4,2,character:+1 </endperson4175>,character:+1 </endperson4175>
314,103:422,4,3,movie:+1 movie:-1 </endperson4176>,movie:+1 movie:-1 </endperson4176>
8,488:709,4,2,films:+1 </endperson4177>,films:+1 </endperson4177>
377,638:810,4,4,scenes:+1 movie:-1 passenger:-1 </endperson4178>,scenes:+1 movie:-1 passenger:-1 </endperson4178>
253,801:573,2,5, </endperson4179>, </endperson4179>
257,380:976,4,5,movies:+1 actors:+1 scenes:+1 isnt:-1 </endperson4180>,movies:+1 actors:+1 scenes:+1 isnt:-1 </endperson4180>
384,233:728,4,4,plot:+1 leather:+1 </endperson4181>,plot:+1 leather:+1 </endperson4181>
384,352:728,2,4, </endperson4182>,</endperson4182>
384,361:728,4,4,vampire:+1 budget:-1 </endperson4183>,</endperson4183>
384,729:728,3,4,watch:-1 </endperson4184>,</endperson4184>
7,100:542,3,5,scene:-1 </endperson4185>,scene:-1 </endperson4185>
7,190:542,4,3,character:+1 </endperson4186>,</endperson4186>
604,479:634,4,5,accent:+1 beau:-1 </endperson4187>,accent:+1 beau:-1 </endperson4187>
604,558:634,3,5, </endperson4188>,</endperson4188>
308,0:47,4,3,performance:+1 characters:+1 isnt:-1 scenes:-1 </endperson4189>,performance:+1 characters:+1 isnt:-1 scenes:-1 </endperson4189>
3,242:357,3,5,comedy:+1 </endperson4190>,comedy:+1 </endperson4190>
3,253:357,4,5,scene:-1 </endperson4191>,</endperson4191>
3,273:357,2,3,movies:+1 </endperson4192>,</endperson4192>
3,356:357,4,5,films:+1 star:+1 performances:+1 films:-1 character:-1 </endperson4193>,</endperson4193>
3,531:357,4,4, </endperson4194>,</endperson4194>
3,617:357,3,5, </endperson4195>,</endperson4195>
3,729:357,3,2, </endperson4196>,</endperson4196>
3,737:357,1,5,movies:+1 </endperson4197>,</endperson4197>
3,773:357,2,4, </endperson4198>,</endperson4198>
337,705:403,4,5,scene:-1 </endperson4199>,scene:-1 </endperson4199>
409,115:1188,4,2,isnt:+1 isnt:-1 vampire:-1 </endperson4200>,isnt:+1 isnt:-1 vampire:-1 </endperson4200>
409,739:1188,4,2,soundtrack:+1 </endperson4201>,</endperson4201>
175,67:547,3,2,specialeffects:+1 screen:+1 movies:-1 specialeffects:-1 </endperson4202>,specialeffects:+1 screen:+1 movies:-1 specialeffects:-1 </endperson4202>
113,0:2,5,5,actress:+1 isnt:-1 </endperson4203>,actress:+1 isnt:-1 </endperson4203>
113,180:2,5,4,tfeel:+1 </endperson4204>,</endperson4204>
67,428:1051,4,5,character:-1 </endperson4205>,character:-1 </endperson4205>
5,7:410,4,3,scenes:+1 </endperson4206>,scenes:+1 </endperson4206>
5,324:410,4,5,acting:+1 </endperson4207>,</endperson4207>
8,318:434,4,5, </endperson4208>, </endperson4208>
8,465:434,4,3,plot:+1 storyline:+1 gag:+1 prom:-1 </endperson4209>,</endperson4209>
