user,item,helped_rating,rating,sentiment,hu_sentiment
73,157:415,4,3,performances:+1 </endperson7879>,performances:+1 </endperson7879>
69,132:487,4,5,watch:+1 scenes:+1 films:-1 </endperson7907>,actors:+1 character:+1 acting:+1 bonus:-1 </endperson7907>
69,297:487,4,4,chemistry:+1 character:-1 </endperson7909>,actors:+1 character:+1 acting:+1 bonus:-1 </endperson7909>
113,469:533,5,3,movie:-1 </endperson7915>,movie:-1 </endperson7915>
67,410:120,4,5,movies:+1 films:-1 character:-1 scenes:-1 </endperson7939>, </endperson7939>
7,472:394,4,5,performances:+1 </endperson7981>,movie:+1 scenes:-1 </endperson7981>
469,398:14,5,4,movie:+1 </endperson8077>,movie:+1 </endperson8077>
101,92:253,5,1, </endperson8103>,movies:+1 movie:+1 movies:-1 movie:-1 sequences:-1 </endperson8103>
465,1:99,4,4,character:+1 </endperson8108>,character:+1 </endperson8108>
190,469:533,5,3,movie:-1 </endperson8123>,movie:-1 </endperson8123>
306,0:14,4,4,character:-1 isnt:-1 </endperson8127>,character:-1 isnt:-1 </endperson8127>
306,467:14,4,4,character:-1 fightsequences:-1 </endperson8128>,character:-1 isnt:-1 </endperson8128>
69,92:253,5,1, </endperson8138>, </endperson8138>
123,147:258,4,4,isnt:+1 actionsequences:+1 chemistry:-1 characterdevelopment:-1 visuals:-1 </endperson8191>,character:+1 movie:+1 character:-1 movie:-1 screen:-1 budget:-1 </endperson8191>
123,191:258,4,4,films:+1 actors:+1 script:+1 </endperson8192>,character:+1 movie:+1 character:-1 movie:-1 screen:-1 budget:-1 </endperson8192>
9,398:388,4,5,films:-1 character:-1 </endperson8205>,plot:+1 snothing:+1 </endperson8205>
0,428:21,4,4,isnt:-1 </endperson8228>,sexreferences:-1 </endperson8228>
99,308:428,4,4, </endperson8300>,zombie:+1 </endperson8300>
123,426:50,4,5,wifes:-1 </endperson8304>,wifes:-1 </endperson8304>
190,69:258,4,4,isnt:+1 movie:-1 </endperson8343>,isnt:+1 movie:-1 </endperson8343>
0,5:146,4,5, </endperson8351>, </endperson8351>
67,191:42,4,4,tanything:+1 </endperson8433>,moments:+1 </endperson8433>
398,191:556,4,3,isnt:+1 character:-1 scenes:-1 scene:-1 </endperson8445>,isnt:+1 character:-1 scenes:-1 scene:-1 </endperson8445>
465,4:376,4,3, </endperson8492>, </endperson8492>
308,69:521,4,4,character:-1 </endperson8555>,character:-1 </endperson8555>
308,306:521,4,5, </endperson8556>,character:-1 </endperson8556>
308,398:521,4,5,actor:+1 character:+1 comedy:+1 scenes:+1 acting:+1 character:-1 performances:-1 </endperson8557>,character:-1 </endperson8557>
0,312:60,4,3,truck:-1 </endperson8782>,script:+1 </endperson8782>
99,7:388,4,5,roles:+1 acting:+1 </endperson8895>,roles:+1 acting:+1 </endperson8895>
69,122:383,4,2, </endperson8910>, </endperson8910>
69,410:383,4,5,movie:+1 scenes:-1 </endperson8911>, </endperson8911>
67,191:556,5,3,isnt:+1 character:-1 scenes:-1 scene:-1 </endperson8916>,storyline:+1 scenes:+1 character:-1 </endperson8916>
190,123:396,4,4,comedy:+1 scenes:+1 watch:-1 </endperson8962>,comedy:+1 scenes:+1 watch:-1 </endperson8962>
7,428:21,4,4,isnt:-1 </endperson9033>, </endperson9033>
67,4:275,4,4,scenes:+1 performances:+1 </endperson9037>,scenes:+1 performances:+1 </endperson9037>
398,69:258,4,4,isnt:+1 movie:-1 </endperson9043>,isnt:+1 movie:-1 </endperson9043>
398,147:258,4,4,isnt:+1 actionsequences:+1 chemistry:-1 characterdevelopment:-1 visuals:-1 </endperson9045>,isnt:+1 movie:-1 </endperson9045>
398,468:258,4,2,script:-1 </endperson9047>,isnt:+1 movie:-1 </endperson9047>
465,4:275,4,4,scenes:+1 performances:+1 </endperson9144>,scenes:+1 performances:+1 </endperson9144>
7,92:253,5,1, </endperson9183>,movie:+1 plot:+1 </endperson9183>
123,473:82,3,5,scenes:-1 </endperson9246>,isnt:+1 </endperson9246>
7,103:98,4,1,movie:+1 </endperson9294>, </endperson9294>
9,472:394,4,5,performances:+1 </endperson9325>, </endperson9325>
67,472:394,4,5,performances:+1 </endperson9430>,watch:+1 scenes:+1 character:-1 </endperson9430>
69,190:402,4,4,performance:+1 </endperson9433>,plot:+1 </endperson9433>
465,8:574,4,4,cast:+1 performance:+1 tanything:-1 </endperson9450>,chemistry:+1 acting:+1 character:-1 sexreferences:-1 acting:-1 </endperson9450>
465,157:574,4,5,films:-1 </endperson9451>,chemistry:+1 acting:+1 character:-1 sexreferences:-1 acting:-1 </endperson9451>
5,398:388,5,5,films:-1 character:-1 </endperson9504>,character:+1 movie:+1 character:-1 </endperson9504>
398,150:521,4,5,acting:+1 </endperson9569>,acting:+1 </endperson9569>
398,306:521,5,5, </endperson9570>,acting:+1 </endperson9570>
398,433:521,4,4,isnt:-1 humour:-1 </endperson9572>,acting:+1 </endperson9572>
312,0:79,4,3,isnt:+1 isnt:-1 </endperson9580>,isnt:+1 isnt:-1 </endperson9580>
306,428:21,4,4,isnt:-1 </endperson9614>,sexreferences:-1 </endperson9614>
306,7:251,4,4,storyline:+1 bonus:-1 </endperson9676>,storyline:+1 bonus:-1 </endperson9676>
306,113:251,5,5,actors:+1 films:+1 performance:+1 director:+1 comedy:+1 screens:-1 comedy:-1 </endperson9677>,storyline:+1 bonus:-1 </endperson9677>
306,397:251,4,4,character:+1 video:+1 </endperson9679>,storyline:+1 bonus:-1 </endperson9679>
306,398:251,5,5,films:-1 character:-1 movie:-1 </endperson9680>,storyline:+1 bonus:-1 </endperson9680>
306,469:251,5,5,movie:+1 character:-1 </endperson9682>,storyline:+1 bonus:-1 </endperson9682>
7,398:388,4,5,films:-1 character:-1 </endperson9729>,cast:+1 films:-1 character:-1 roles:-1 </endperson9729>
123,319:187,4,3,films:+1 </endperson9795>,scenes:+1 hero:+1 scenes:-1 </endperson9795>
2,58:260,4,5, </endperson9800>,performances:+1 stunts:+1 </endperson9800>
398,319:187,4,3,films:+1 </endperson9820>,scenes:+1 hero:+1 scenes:-1 </endperson9820>
101,311:571,4,5,performance:+1 screen:+1 performances:+1 character:-1 </endperson9897>,acting:+1 plot:-1 rating:-1 </endperson9897>
101,69:396,4,3, </endperson9911>,ending:+1 character:+1 </endperson9911>
101,123:396,4,4,comedy:+1 scenes:+1 watch:-1 </endperson9912>,ending:+1 character:+1 </endperson9912>
101,426:396,4,2, </endperson9913>,ending:+1 character:+1 </endperson9913>
101,99:64,4,4,scenery:+1 moments:-1 </endperson9971>,scenes:+1 acting:+1 character:-1 watch:-1 scene:-1 </endperson9971>
101,103:64,4,4,movie:+1 character:-1 </endperson9972>,scenes:+1 acting:+1 character:-1 watch:-1 scene:-1 </endperson9972>
101,398:64,4,5,comedy:+1 </endperson9974>,scenes:+1 acting:+1 character:-1 watch:-1 scene:-1 </endperson9974>
101,465:64,4,3,fare:+1 actors:+1 character:-1 moments:-1 turns:-1 </endperson9975>,scenes:+1 acting:+1 character:-1 watch:-1 scene:-1 </endperson9975>
123,7:421,4,5,soundtrack:+1 chickflick:+1 bonus:-1 </endperson10056>,cast:+1 character:+1 </endperson10056>
123,318:421,4,5, </endperson10058>,cast:+1 character:+1 </endperson10058>
306,58:260,4,5, </endperson10247>,films:-1 watch:-1 </endperson10247>
0,64:32,4,4,performances:+1 movie:-1 isnt:-1 </endperson10470>,movies:-1 </endperson10470>
0,84:32,4,4, </endperson10472>,movies:-1 </endperson10472>
0,103:32,4,5,performance:+1 movie:-1 </endperson10473>,movies:-1 </endperson10473>
0,123:32,4,5,actors:+1 isnt:-1 credits:-1 </endperson10475>,movies:-1 </endperson10475>
0,190:32,4,4,plot:+1 actionscenes:+1 </endperson10476>,movies:-1 </endperson10476>
0,310:32,4,5, </endperson10479>,movies:-1 </endperson10479>
0,439:32,4,4,character:+1 </endperson10482>,movies:-1 </endperson10482>
6,7:421,4,5,soundtrack:+1 chickflick:+1 bonus:-1 </endperson10495>,soundtrack:+1 chickflick:+1 bonus:-1 </endperson10495>
6,318:421,4,5, </endperson10499>,soundtrack:+1 chickflick:+1 bonus:-1 </endperson10499>
190,8:32,4,4,movie:+1 </endperson10530>,movie:+1 </endperson10530>
190,123:32,4,5,actors:+1 isnt:-1 credits:-1 </endperson10531>,movie:+1 </endperson10531>
123,190:15,4,3, </endperson10537>, </endperson10537>
123,433:15,4,4,chemistry:+1 cast:+1 films:+1 character:+1 </endperson10538>, </endperson10538>
0,410:120,4,5,movies:+1 films:-1 character:-1 scenes:-1 </endperson10629>,moments:+1 </endperson10629>
8,473:82,3,5,scenes:-1 </endperson10692>,scenes:-1 </endperson10692>
67,113:632,4,4,screen:+1 </endperson10744>,character:-1 </endperson10744>
7,6:77,4,5,humour:+1 video:+1 sbusiness:+1 </endperson10843>,humour:+1 video:+1 sbusiness:+1 </endperson10843>
8,4:275,4,4,scenes:+1 performances:+1 </endperson10848>,scenes:+1 performances:+1 </endperson10848>
7,410:120,4,5,movies:+1 films:-1 character:-1 scenes:-1 </endperson10894>,moments:+1 </endperson10894>
73,115:533,4,2,performance:+1 </endperson10920>,performance:+1 </endperson10920>
308,6:77,4,5,humour:+1 video:+1 sbusiness:+1 </endperson10945>,films:+1 character:+1 films:-1 arent:-1 </endperson10945>
67,473:82,2,5,scenes:-1 </endperson10959>,films:+1 moments:+1 movie:+1 films:-1 moments:-1 comedy:-1 timing:-1 </endperson10959>
101,464:484,4,3,movie:+1 </endperson11025>,moments:-1 sexreferences:-1 </endperson11025>
67,132:487,4,5,watch:+1 scenes:+1 films:-1 </endperson11180>,actors:+1 character:+1 acting:+1 bonus:-1 </endperson11180>
67,188:487,4,4,wasnt:-1 </endperson11182>,actors:+1 character:+1 acting:+1 bonus:-1 </endperson11182>
67,290:487,5,1, </endperson11183>,actors:+1 character:+1 acting:+1 bonus:-1 </endperson11183>
67,297:487,4,4,chemistry:+1 character:-1 </endperson11184>,actors:+1 character:+1 acting:+1 bonus:-1 </endperson11184>
123,103:98,3,1,movie:+1 </endperson11188>,isnt:+1 films:-1 isnt:-1 </endperson11188>
73,188:487,4,4,wasnt:-1 </endperson11193>,wasnt:-1 </endperson11193>
7,308:428,4,4, </endperson11199>, </endperson11199>
8,189:27,4,3,pirateradio:-1 </endperson11213>,plot:-1 </endperson11213>
7,473:82,3,5,scenes:-1 </endperson11228>,isnt:+1 </endperson11228>
318,157:574,4,5,films:-1 </endperson11242>,chemistry:+1 acting:+1 character:-1 sexreferences:-1 acting:-1 </endperson11242>
7,103:64,4,4,movie:+1 character:-1 </endperson11348>,performance:+1 reviews:+1 scenes:+1 character:-1 toilethumour:-1 </endperson11348>
7,398:64,4,5,comedy:+1 </endperson11350>,performance:+1 reviews:+1 scenes:+1 character:-1 toilethumour:-1 </endperson11350>
7,465:64,4,3,fare:+1 actors:+1 character:-1 moments:-1 turns:-1 </endperson11353>,performance:+1 reviews:+1 scenes:+1 character:-1 toilethumour:-1 </endperson11353>
8,103:64,4,4,movie:+1 character:-1 </endperson11370>,movie:+1 character:-1 </endperson11370>
8,398:64,5,5,comedy:+1 </endperson11371>,movie:+1 character:-1 </endperson11371>
5,1:99,4,4,character:+1 </endperson11412>,character:+1 </endperson11412>
433,8:574,4,4,cast:+1 performance:+1 tanything:-1 </endperson11448>,cast:+1 performance:+1 tanything:-1 </endperson11448>
190,398:64,4,5,comedy:+1 </endperson11523>,comedy:+1 </endperson11523>
7,189:27,4,3,pirateradio:-1 </endperson11596>,character:+1 humour:+1 actors:-1 character:-1 </endperson11596>
7,291:27,4,5,acting:+1 character:-1 watch:-1 </endperson11598>,character:+1 humour:+1 actors:-1 character:-1 </endperson11598>
73,398:521,5,5,actor:+1 character:+1 comedy:+1 scenes:+1 acting:+1 character:-1 performances:-1 </endperson11633>,actor:+1 character:+1 comedy:+1 scenes:+1 acting:+1 character:-1 performances:-1 </endperson11633>
73,465:521,4,4, </endperson11634>,actor:+1 character:+1 comedy:+1 scenes:+1 acting:+1 character:-1 performances:-1 </endperson11634>
67,99:64,4,4,scenery:+1 moments:-1 </endperson11651>,scenes:+1 acting:+1 character:-1 watch:-1 scene:-1 </endperson11651>
67,103:64,4,4,movie:+1 character:-1 </endperson11653>,scenes:+1 acting:+1 character:-1 watch:-1 scene:-1 </endperson11653>
67,465:64,4,3,fare:+1 actors:+1 character:-1 moments:-1 turns:-1 </endperson11654>,scenes:+1 acting:+1 character:-1 watch:-1 scene:-1 </endperson11654>
469,5:251,4,5,actors:+1 moments:+1 scenes:+1 actors:-1 character:-1 </endperson11666>,actors:+1 moments:+1 scenes:+1 actors:-1 character:-1 </endperson11666>
469,7:251,4,4,storyline:+1 bonus:-1 </endperson11667>,actors:+1 moments:+1 scenes:+1 actors:-1 character:-1 </endperson11667>
469,113:251,5,5,actors:+1 films:+1 performance:+1 director:+1 comedy:+1 screens:-1 comedy:-1 </endperson11668>,actors:+1 moments:+1 scenes:+1 actors:-1 character:-1 </endperson11668>
469,190:251,4,5,wi:+1 isnt:+1 </endperson11669>,actors:+1 moments:+1 scenes:+1 actors:-1 character:-1 </endperson11669>
469,397:251,4,4,character:+1 video:+1 </endperson11670>,actors:+1 moments:+1 scenes:+1 actors:-1 character:-1 </endperson11670>
469,398:251,5,5,films:-1 character:-1 movie:-1 </endperson11671>,actors:+1 moments:+1 scenes:+1 actors:-1 character:-1 </endperson11671>
67,122:383,4,2, </endperson11689>,character:+1 </endperson11689>
67,410:383,4,5,movie:+1 scenes:-1 </endperson11691>,character:+1 </endperson11691>
0,189:27,4,3,pirateradio:-1 </endperson11719>, </endperson11719>
0,291:27,5,5,acting:+1 character:-1 watch:-1 </endperson11721>, </endperson11721>
67,426:50,4,5,wifes:-1 </endperson11831>,storyline:+1 </endperson11831>
308,395:78,4,3,humour:+1 </endperson11859>,character:+1 reviews:+1 acting:+1 character:-1 </endperson11859>
123,506:89,4,5,films:+1 </endperson11870>,character:+1 character:-1 credits:-1 </endperson11870>
308,4:275,4,4,scenes:+1 performances:+1 </endperson11918>,movies:+1 movie:+1 actionsequences:+1 explosions:-1 budget:-1 </endperson11918>
67,468:258,5,2,script:-1 </endperson11934>,character:+1 performance:+1 specialeffects:+1 scenes:-1 </endperson11934>
67,0:32,4,4, </endperson11982>, </endperson11982>
67,8:32,4,4,movie:+1 </endperson11984>, </endperson11984>
67,9:32,5,5, </endperson11985>, </endperson11985>
67,103:32,4,5,performance:+1 movie:-1 </endperson11986>, </endperson11986>
67,190:32,4,4,plot:+1 actionscenes:+1 </endperson11989>, </endperson11989>
67,439:32,4,4,character:+1 </endperson11990>, </endperson11990>
8,157:415,4,3,performances:+1 </endperson12044>,scenes:+1 moments:-1 </endperson12044>
465,191:258,4,4,films:+1 actors:+1 script:+1 </endperson12049>,character:+1 performance:+1 specialeffects:+1 scenes:-1 </endperson12049>
67,8:574,4,4,cast:+1 performance:+1 tanything:-1 </endperson12068>,cast:+1 performance:+1 tanything:-1 </endperson12068>
67,157:574,4,5,films:-1 </endperson12071>,cast:+1 performance:+1 tanything:-1 </endperson12071>
8,92:253,5,1, </endperson12091>, </endperson12091>
7,97:547,4,4,actionscenes:+1 reviews:-1 </endperson12162>,specialeffects:+1 screen:+1 movies:-1 specialeffects:-1 </endperson12162>
7,312:60,4,3,truck:-1 </endperson12201>, </endperson12201>
2,123:251,4,3,films:+1 actors:+1 movie:+1 isnt:+1 fiance:-1 performance:-1 watch:-1 </endperson12243>,movie:+1 director:+1 </endperson12243>
308,0:32,4,4, </endperson12303>, </endperson12303>
308,8:32,4,4,movie:+1 </endperson12304>, </endperson12304>
308,9:32,4,5, </endperson12305>, </endperson12305>
308,84:32,4,4, </endperson12307>, </endperson12307>
308,310:32,4,5, </endperson12308>, </endperson12308>
7,426:50,4,5,wifes:-1 </endperson12329>,films:+1 character:-1 </endperson12329>
308,99:524,4,4, </endperson12372>, </endperson12372>
7,69:258,4,4,isnt:+1 movie:-1 </endperson12379>,character:+1 movie:+1 character:-1 movie:-1 screen:-1 budget:-1 </endperson12379>
7,191:258,4,4,films:+1 actors:+1 script:+1 </endperson12385>,character:+1 movie:+1 character:-1 movie:-1 screen:-1 budget:-1 </endperson12385>
7,468:258,4,2,script:-1 </endperson12387>,character:+1 movie:+1 character:-1 movie:-1 screen:-1 budget:-1 </endperson12387>
7,64:32,4,4,performances:+1 movie:-1 isnt:-1 </endperson12411>,performances:+1 movie:-1 isnt:-1 </endperson12411>
7,103:32,4,5,performance:+1 movie:-1 </endperson12413>,performances:+1 movie:-1 isnt:-1 </endperson12413>
7,123:32,4,5,actors:+1 isnt:-1 credits:-1 </endperson12415>,performances:+1 movie:-1 isnt:-1 </endperson12415>
7,190:32,4,4,plot:+1 actionscenes:+1 </endperson12416>,performances:+1 movie:-1 isnt:-1 </endperson12416>
7,310:32,5,5, </endperson12418>,performances:+1 movie:-1 isnt:-1 </endperson12418>
7,439:32,4,4,character:+1 </endperson12420>,performances:+1 movie:-1 isnt:-1 </endperson12420>
7,460:32,4,5, </endperson12421>,performances:+1 movie:-1 isnt:-1 </endperson12421>
9,97:547,4,4,actionscenes:+1 reviews:-1 </endperson12448>,actionscenes:+1 reviews:-1 </endperson12448>
