@RELATION @user-item

@ATTRIBUTE user STRING 
@ATTRIBUTE item STRING 
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE sentiment STRING
@ATTRIBUTE help_user STRING
@ATTRIBUTE helped_rating STRING
@ATTRIBUTE help_sentiment STRING
@ATTRIBUTE help_sim STRING

@DATA
69,179:17,4,isnt:-1 performances:-1 acting:-1 </endperson203>,179</endperson203>,4,character:+1 movie:+1 </endperson203>,0.5404694597645395 </endperson203>
0,1:99,4,character:+1 </endperson204>,1</endperson204>,4,comedy:+1 </endperson204>,0.3914401698776715 </endperson204>
113,306:251,5,reviews:-1 </endperson205>,306</endperson205>,5,actors:+1 films:+1 performance:+1 director:+1 comedy:+1 screens:-1 comedy:-1 </endperson205>,0.14474523807762685 </endperson205>
113,310:251,5,ending:+1 movie:-1 </endperson206>,310</endperson206>,5,</endperson206>,0.23822062134512156 </endperson206>
113,319:251,5, </endperson207>,319</endperson207>,4,</endperson207>,0.0 </endperson207>
113,397:251,4,character:+1 video:+1 </endperson208>,397</endperson208>,4,</endperson208>,0.0 </endperson208>
113,469:251,5,movie:+1 character:-1 </endperson209>,469</endperson209>,5,</endperson209>,0.23775354741573085 </endperson209>
465,308:428,4, </endperson210>,308</endperson210>,4,films:+1 horrorfans:+1 performances:+1 themepark:-1 character:-1 strings:-1 menace:-1 </endperson210>,0.25862653017180237 </endperson210>
318,191:42,4,tanything:+1 </endperson211>,191</endperson211>,4,isnt:+1 </endperson211>,0.0 </endperson211>
318,308:42,4,comedies:+1 characters:+1 tfeel:+1 character:-1 movie:-1 scenes:-1 </endperson212>,308</endperson212>,3,</endperson212>,0.0 </endperson212>
318,150:521,4,acting:+1 </endperson213>,150</endperson213>,5,films:+1 giggles:-1 </endperson213>,0.0 </endperson213>
318,306:521,4, </endperson214>,306</endperson214>,5,</endperson214>,0.0 </endperson214>
0,190:79,4,character:-1 </endperson215>,190</endperson215>,4,isnt:+1 isnt:-1 </endperson215>,0.6285005894919292 </endperson215>
8,113:632,4,screen:+1 </endperson216>,113</endperson216>,4,familyfilm:+1 cast:+1 arent:+1 character:+1 </endperson216>,0.2622973642862868 </endperson216>
9,5:146,3, </endperson217>,5</endperson217>,5,actress:+1 character:+1 </endperson217>,0.42615579294471195 </endperson217>
306,5:396,4,hero:+1 watch:-1 </endperson218>,5</endperson218>,5,movie:+1 comedy:+1 movie:-1 </endperson218>,0.3315661459188768 </endperson218>
8,5:146,4, </endperson219>,5</endperson219>,5,films:+1 actionscenes:+1 character:-1 </endperson219>,0.4860626626989927 </endperson219>
5,472:394,4,performances:+1 </endperson220>,472</endperson220>,5, </endperson220>,0.1615472197169029 </endperson220>
101,122:383,4, </endperson221>,122</endperson221>,2, </endperson221>,0.6042983975174873 </endperson221>
101,410:383,4,movie:+1 scenes:-1 </endperson222>,410</endperson222>,5,</endperson222>,0.18707785758510798 </endperson222>
433,9:32,4, </endperson223>,9</endperson223>,5, </endperson223>,0.37216822886436784 </endperson223>
5,410:383,4,movie:+1 scenes:-1 </endperson224>,410</endperson224>,5,character:+1 snothing:+1 moving:-1 </endperson224>,0.24634782470276695 </endperson224>
8,433:45,4,isnt:+1 films:-1 </endperson225>,433</endperson225>,4,movies:-1 </endperson225>,0.3554285258586173 </endperson225>
7,190:15,4, </endperson226>,190</endperson226>,3,ending:+1 </endperson226>,0.0 </endperson226>
7,433:15,4,chemistry:+1 cast:+1 films:+1 character:+1 </endperson227>,433</endperson227>,4,</endperson227>,0.0 </endperson227>
318,190:15,4, </endperson228>,190</endperson228>,3,movie:+1 isnt:+1 movie:-1 </endperson228>,0.0 </endperson228>
318,433:15,4,chemistry:+1 cast:+1 films:+1 character:+1 </endperson229>,433</endperson229>,4,</endperson229>,0.0 </endperson229>
8,157:574,4,films:-1 </endperson230>,157</endperson230>,5,cast:+1 performance:+1 tanything:-1 </endperson230>,0.2671836302393399 </endperson230>
5,0:32,4, </endperson231>,0</endperson231>,4, </endperson231>,0.1269535414218439 </endperson231>
5,8:32,4,movie:+1 </endperson232>,8</endperson232>,4,</endperson232>,0.4860626626989927 </endperson232>
5,64:32,4,performances:+1 movie:-1 isnt:-1 </endperson233>,64</endperson233>,4,</endperson233>,0.10032191822563041 </endperson233>
5,84:32,4, </endperson234>,84</endperson234>,4,</endperson234>,0.2130270069572866 </endperson234>
5,439:32,4,character:+1 </endperson235>,439</endperson235>,4,</endperson235>,0.0 </endperson235>
0,99:64,4,scenery:+1 moments:-1 </endperson236>,99</endperson236>,4,performance:+1 reviews:+1 scenes:+1 character:-1 toilethumour:-1 </endperson236>,0.4417097823220548 </endperson236>
0,103:64,4,movie:+1 character:-1 </endperson237>,103</endperson237>,4,</endperson237>,0.3958331125867601 </endperson237>
6,191:42,5,tanything:+1 </endperson238>,191</endperson238>,4,soundtrack:+1 films:-1 </endperson238>,0.251512014282826 </endperson238>
6,308:42,4,comedies:+1 characters:+1 tfeel:+1 character:-1 movie:-1 scenes:-1 </endperson239>,308</endperson239>,3,</endperson239>,0.0 </endperson239>
67,459:40,4,tlook:+1 character:-1 </endperson240>,459</endperson240>,4,films:+1 wi:+1 studios:-1 movie:-1 script:-1 </endperson240>,0.5730645304598693 </endperson240>
67,103:393,4,movie:+1 characters:+1 isnt:+1 </endperson241>,103</endperson241>,4,movies:-1 plot:-1 </endperson241>,0.2316889824115429 </endperson241>
67,465:393,4,character:+1 performance:-1 movie:-1 </endperson242>,465</endperson242>,2,</endperson242>,0.2955915768685409 </endperson242>
0,322:94,4, </endperson243>,322</endperson243>,5,performance:+1 movie:+1 isnt:+1 </endperson243>,0.0 </endperson243>
0,781:94,3, </endperson244>,781</endperson244>,3,</endperson244>,0.0 </endperson244>
67,311:571,4,performance:+1 screen:+1 performances:+1 character:-1 </endperson245>,311</endperson245>,5,screen:+1 movies:-1 isnt:-1 </endperson245>,0.07419740659901997 </endperson245>
73,122:383,4, </endperson246>,122</endperson246>,2,movie:+1 movie:-1 </endperson246>,0.40101692915382414 </endperson246>
433,69:521,4,character:-1 </endperson247>,69</endperson247>,4,isnt:-1 humour:-1 </endperson247>,0.2838174472764068 </endperson247>
433,88:521,4,backstories:+1 </endperson248>,88</endperson248>,4,</endperson248>,0.23472898791624186 </endperson248>
7,69:521,4,character:-1 </endperson249>,69</endperson249>,4,acting:+1 </endperson249>,0.0 </endperson249>
7,88:521,4,backstories:+1 </endperson250>,88</endperson250>,4,</endperson250>,0.0 </endperson250>
7,150:521,4,acting:+1 </endperson251>,150</endperson251>,5,</endperson251>,0.0 </endperson251>
7,306:521,4, </endperson252>,306</endperson252>,5,</endperson252>,0.0 </endperson252>
7,433:521,4,isnt:-1 humour:-1 </endperson253>,433</endperson253>,4,</endperson253>,0.0 </endperson253>
7,58:260,4, </endperson254>,58</endperson254>,5,films:-1 watch:-1 </endperson254>,0.0 </endperson254>
5,103:393,4,movie:+1 characters:+1 isnt:+1 </endperson255>,103</endperson255>,4,scenes:+1 character:-1 </endperson255>,0.4200691056078256 </endperson255>
5,465:393,4,character:+1 performance:-1 movie:-1 </endperson256>,465</endperson256>,2,</endperson256>,0.5561239404851935 </endperson256>
7,191:42,4,tanything:+1 </endperson257>,191</endperson257>,4, </endperson257>,0.0 </endperson257>
7,308:42,4,comedies:+1 characters:+1 tfeel:+1 character:-1 movie:-1 scenes:-1 </endperson258>,308</endperson258>,3,</endperson258>,0.0 </endperson258>
7,319:187,4,films:+1 </endperson259>,319</endperson259>,3,character:+1 star:+1 bond:+1 </endperson259>,0.0 </endperson259>
67,306:468,4,films:+1 watch:+1 scene:-1 </endperson260>,306</endperson260>,3,actors:+1 movie:+1 screen:+1 movie:-1 </endperson260>,0.38330175961573176 </endperson260>
308,0:14,4,character:-1 isnt:-1 </endperson261>,0</endperson261>,4,movie:+1 movie:-1 </endperson261>,0.34355872189204084 </endperson261>
308,467:14,4,character:-1 fightsequences:-1 </endperson262>,467</endperson262>,4,</endperson262>,0.22552653344774742 </endperson262>
8,9:32,4, </endperson263>,9</endperson263>,5,movie:+1 </endperson263>,0.5999630897363317 </endperson263>
8,103:32,4,performance:+1 movie:-1 </endperson264>,103</endperson264>,5,</endperson264>,0.3812852897104797 </endperson264>
8,310:32,4, </endperson265>,310</endperson265>,5,</endperson265>,0.519731145090735 </endperson265>
7,0:14,4,character:-1 isnt:-1 </endperson266>,0</endperson266>,4,character:+1 roles:+1 scene:-1 </endperson266>,0.0 </endperson266>
7,306:14,4,chemistry:+1 character:+1 performance:+1 humour:+1 actionscenes:+1 script:+1 films:-1 plot:-1 </endperson267>,306</endperson267>,4,</endperson267>,0.0 </endperson267>
7,398:14,4,movie:+1 </endperson268>,398</endperson268>,4,</endperson268>,0.0 </endperson268>
7,467:14,4,character:-1 fightsequences:-1 </endperson269>,467</endperson269>,4,</endperson269>,0.0 </endperson269>
7,469:14,5, </endperson270>,469</endperson270>,4,</endperson270>,0.0 </endperson270>
6,0:79,4,isnt:+1 isnt:-1 </endperson271>,0</endperson271>,3, </endperson271>,0.6835675426097105 </endperson271>
6,190:79,4,character:-1 </endperson272>,190</endperson272>,4,</endperson272>,0.44841159672107245 </endperson272>
67,308:428,4, </endperson273>,308</endperson273>,4, </endperson273>,0.12832190675697996 </endperson273>
2,312:60,4,truck:-1 </endperson274>,312</endperson274>,3,script:+1 </endperson274>,0.3029447827377638 </endperson274>
99,459:40,4,tlook:+1 character:-1 </endperson275>,459</endperson275>,4,films:+1 character:+1 </endperson275>,0.6366866691364841 </endperson275>
312,0:32,5, </endperson276>,0</endperson276>,4,storyline:-1 </endperson276>,0.5524840747950895 </endperson276>
312,9:32,4, </endperson277>,9</endperson277>,5,</endperson277>,0.20311516917120676 </endperson277>
312,84:32,4, </endperson278>,84</endperson278>,4,</endperson278>,0.0 </endperson278>
312,103:32,4,performance:+1 movie:-1 </endperson279>,103</endperson279>,5,</endperson279>,0.28953474815053126 </endperson279>
312,310:32,4, </endperson280>,310</endperson280>,5,</endperson280>,0.1770040566627663 </endperson280>
312,460:32,4, </endperson281>,460</endperson281>,5,</endperson281>,0.3543421145540544 </endperson281>
306,7:421,4,soundtrack:+1 chickflick:+1 bonus:-1 </endperson282>,7</endperson282>,5,chemistry:+1 actress:-1 </endperson282>,0.0 </endperson282>
306,318:421,4, </endperson283>,318</endperson283>,5,</endperson283>,0.0 </endperson283>
465,189:27,4,pirateradio:-1 </endperson284>,189</endperson284>,3,fare:+1 villains:+1 movie:+1 characterisation:+1 tracks:-1 </endperson284>,0.3361674213587057 </endperson284>
465,291:27,4,acting:+1 character:-1 watch:-1 </endperson285>,291</endperson285>,5,</endperson285>,0.5085604081711531 </endperson285>
465,7:388,4,roles:+1 acting:+1 </endperson286>,7</endperson286>,5,movie:+1 </endperson286>,0.0 </endperson286>
0,433:45,4,isnt:+1 films:-1 </endperson287>,433</endperson287>,4,someones:-1 </endperson287>,0.3477198793658911 </endperson287>
101,113:632,4,screen:+1 </endperson288>,113</endperson288>,4,character:-1 </endperson288>,0.1617738501138446 </endperson288>
73,157:415,4,performances:+1 </endperson289>,157</endperson289>,3,scenes:+1 moments:-1 </endperson289>,0.2691860630594757 </endperson289>
69,132:487,4,watch:+1 scenes:+1 films:-1 </endperson290>,132</endperson290>,5,screen:+1 character:-1 movie:-1 </endperson290>,0.42579433056828453 </endperson290>
69,297:487,4,chemistry:+1 character:-1 </endperson291>,297</endperson291>,4,</endperson291>,0.5126864368025914 </endperson291>
113,469:533,5,movie:-1 </endperson292>,469</endperson292>,3,wi:+1 acting:+1 </endperson292>,0.23775354741573085 </endperson292>
67,410:120,4,movies:+1 films:-1 character:-1 scenes:-1 </endperson293>,410</endperson293>,5,isnt:+1 movie:-1 </endperson293>,0.08580306307321983 </endperson293>
7,472:394,4,performances:+1 </endperson294>,472</endperson294>,5,soundtrack:+1 ending:+1 reviews:+1 character:-1 watch:-1 bonus:-1 </endperson294>,0.0 </endperson294>
469,398:14,5,movie:+1 </endperson295>,398</endperson295>,4, </endperson295>,0.44731458906230526 </endperson295>
101,92:253,5, </endperson296>,92</endperson296>,1,specialeffects:+1 plots:+1 plot:-1 </endperson296>,0.650168977401354 </endperson296>
465,1:99,4,character:+1 </endperson297>,1</endperson297>,4,movie:+1 comedy:-1 </endperson297>,0.47632879580994014 </endperson297>
190,469:533,5,movie:-1 </endperson298>,469</endperson298>,3, </endperson298>,0.3042319692138279 </endperson298>
306,0:14,4,character:-1 isnt:-1 </endperson299>,0</endperson299>,4,chemistry:+1 character:+1 performance:+1 humour:+1 actionscenes:+1 script:+1 films:-1 plot:-1 </endperson299>,0.4832070976939513 </endperson299>
306,467:14,4,character:-1 fightsequences:-1 </endperson300>,467</endperson300>,4,</endperson300>,0.57974785796646 </endperson300>
69,92:253,5, </endperson301>,92</endperson301>,1, </endperson301>,0.472059651474417 </endperson301>
123,147:258,4,isnt:+1 actionsequences:+1 chemistry:-1 characterdevelopment:-1 visuals:-1 </endperson302>,147</endperson302>,4,performance:+1 storyline:+1 films:-1 </endperson302>,0.4655528212813972 </endperson302>
123,191:258,4,films:+1 actors:+1 script:+1 </endperson303>,191</endperson303>,4,</endperson303>,0.5371010472336613 </endperson303>
9,398:388,4,films:-1 character:-1 </endperson304>,398</endperson304>,5,cast:+1 films:-1 character:-1 roles:-1 </endperson304>,0.4817394123213632 </endperson304>
0,428:21,4,isnt:-1 </endperson305>,428</endperson305>,4,tfeel:+1 humour:+1 scenes:+1 moments:-1 </endperson305>,0.0 </endperson305>
99,308:428,4, </endperson306>,308</endperson306>,4,character:-1 credits:-1 </endperson306>,0.26196673470385634 </endperson306>
123,426:50,4,wifes:-1 </endperson307>,426</endperson307>,5,cast:+1 performance:+1 tfeel:+1 </endperson307>,0.2351950049773468 </endperson307>
190,69:258,4,isnt:+1 movie:-1 </endperson308>,69</endperson308>,4,films:+1 plot:-1 </endperson308>,0.3420272102935258 </endperson308>
0,5:146,4, </endperson309>,5</endperson309>,5,films:+1 performance:+1 reviews:+1 comedy:+1 performance:-1 isnt:-1 </endperson309>,0.1269535414218439 </endperson309>
67,191:42,4,tanything:+1 </endperson310>,191</endperson310>,4,turns:+1 </endperson310>,0.4125001537655866 </endperson310>
398,191:556,4,isnt:+1 character:-1 scenes:-1 scene:-1 </endperson311>,191</endperson311>,3,films:-1 </endperson311>,0.5029661159807445 </endperson311>
465,4:376,4, </endperson312>,4</endperson312>,3,character:+1 strings:+1 vocals:+1 vocals:-1 </endperson312>,0.5699563828993026 </endperson312>
308,69:521,4,character:-1 </endperson313>,69</endperson313>,4,character:+1 wi:+1 movie:+1 character:-1 </endperson313>,0.19994860287094585 </endperson313>
308,306:521,4, </endperson314>,306</endperson314>,5,</endperson314>,0.31328109007852045 </endperson314>
308,398:521,4,actor:+1 character:+1 comedy:+1 scenes:+1 acting:+1 character:-1 performances:-1 </endperson315>,398</endperson315>,5,</endperson315>,0.1286760732821577 </endperson315>
0,312:60,4,truck:-1 </endperson316>,312</endperson316>,3,films:+1 isnt:+1 productions:+1 performances:+1 </endperson316>,0.5524840747950895 </endperson316>
99,7:388,4,roles:+1 acting:+1 </endperson317>,7</endperson317>,5,watch:-1 tanything:-1 </endperson317>,0.0 </endperson317>
69,122:383,4, </endperson318>,122</endperson318>,2, </endperson318>,0.5203021473280499 </endperson318>
69,410:383,4,movie:+1 scenes:-1 </endperson319>,410</endperson319>,5,</endperson319>,0.26879105391776803 </endperson319>
67,191:556,5,isnt:+1 character:-1 scenes:-1 scene:-1 </endperson320>,191</endperson320>,3,films:+1 movie:+1 directors:+1 specialeffects:+1 haunting:-1 plot:-1 </endperson320>,0.4125001537655866 </endperson320>
190,123:396,4,comedy:+1 scenes:+1 watch:-1 </endperson321>,123</endperson321>,4,moments:-1 </endperson321>,0.3318309696656835 </endperson321>
7,428:21,4,isnt:-1 </endperson322>,428</endperson322>,4,sexreferences:-1 </endperson322>,0.0 </endperson322>
67,4:275,4,scenes:+1 performances:+1 </endperson323>,4</endperson323>,4,cast:+1 star:+1 films:-1 movie:-1 </endperson323>,0.29548997135321753 </endperson323>
398,69:258,4,isnt:+1 movie:-1 </endperson324>,69</endperson324>,4,films:+1 cast:+1 hollywood:+1 character:-1 </endperson324>,0.3420272102935258 </endperson324>
398,147:258,4,isnt:+1 actionsequences:+1 chemistry:-1 characterdevelopment:-1 visuals:-1 </endperson325>,147</endperson325>,4,</endperson325>,0.4594674326206719 </endperson325>
398,468:258,4,script:-1 </endperson326>,468</endperson326>,2,</endperson326>,0.0 </endperson326>
465,4:275,4,scenes:+1 performances:+1 </endperson327>,4</endperson327>,4,strings:-1 scenes:-1 sequences:-1 </endperson327>,0.5699563828993026 </endperson327>
7,92:253,5, </endperson328>,92</endperson328>,1,disc:-1 </endperson328>,0.0 </endperson328>
123,473:82,3,scenes:-1 </endperson329>,473</endperson329>,5,actor:+1 character:+1 films:-1 isnt:-1 </endperson329>,0.3543177390549066 </endperson329>
7,103:98,4,movie:+1 </endperson330>,103</endperson330>,1,films:+1 performance:+1 character:-1 moments:-1 </endperson330>,0.0 </endperson330>
9,472:394,4,performances:+1 </endperson331>,472</endperson331>,5,soundtrack:+1 </endperson331>,0.39121305432318976 </endperson331>
67,472:394,4,performances:+1 </endperson332>,472</endperson332>,5,gags:+1 films:-1 character:-1 </endperson332>,0.2543141553126105 </endperson332>
69,190:402,4,performance:+1 </endperson333>,190</endperson333>,4,character:+1 character:-1 </endperson333>,0.3420272102935258 </endperson333>
465,8:574,4,cast:+1 performance:+1 tanything:-1 </endperson334>,8</endperson334>,4,character:-1 </endperson334>,0.5081023420576253 </endperson334>
465,157:574,4,films:-1 </endperson335>,157</endperson335>,5,</endperson335>,0.315970305801776 </endperson335>
5,398:388,5,films:-1 character:-1 </endperson336>,398</endperson336>,5,actors:+1 </endperson336>,0.1350910256780964 </endperson336>
398,150:521,4,acting:+1 </endperson337>,150</endperson337>,5,actor:+1 character:+1 comedy:+1 scenes:+1 acting:+1 character:-1 performances:-1 </endperson337>,0.5824514232211443 </endperson337>
398,306:521,5, </endperson338>,306</endperson338>,5,</endperson338>,0.5221006295361369 </endperson338>
398,433:521,4,isnt:-1 humour:-1 </endperson339>,433</endperson339>,4,</endperson339>,0.5075274193476992 </endperson339>
312,0:79,4,isnt:+1 isnt:-1 </endperson340>,0</endperson340>,3,films:+1 character:+1 director:+1 films:-1 character:-1 screen:-1 </endperson340>,0.5524840747950895 </endperson340>
306,428:21,4,isnt:-1 </endperson341>,428</endperson341>,4,films:+1 isnt:+1 </endperson341>,0.0 </endperson341>
306,7:251,4,storyline:+1 bonus:-1 </endperson342>,7</endperson342>,4,reviews:-1 </endperson342>,0.0 </endperson342>
306,113:251,5,actors:+1 films:+1 performance:+1 director:+1 comedy:+1 screens:-1 comedy:-1 </endperson343>,113</endperson343>,5,</endperson343>,0.14474523807762685 </endperson343>
306,397:251,4,character:+1 video:+1 </endperson344>,397</endperson344>,4,</endperson344>,0.20775443869942856 </endperson344>
306,398:251,5,films:-1 character:-1 movie:-1 </endperson345>,398</endperson345>,5,</endperson345>,0.5221006295361369 </endperson345>
306,469:251,5,movie:+1 character:-1 </endperson346>,469</endperson346>,5,</endperson346>,0.458600555886554 </endperson346>
7,398:388,4,films:-1 character:-1 </endperson347>,398</endperson347>,5,roles:+1 acting:+1 </endperson347>,0.0 </endperson347>
123,319:187,4,films:+1 </endperson348>,319</endperson348>,3,movie:+1 performances:+1 actress:-1 </endperson348>,0.05535279274210558 </endperson348>
2,58:260,4, </endperson349>,58</endperson349>,5,character:+1 movie:+1 movie:-1 </endperson349>,0.417892084334919 </endperson349>
398,319:187,4,films:+1 </endperson350>,319</endperson350>,3,films:+1 watch:-1 </endperson350>,0.0 </endperson350>
101,311:571,4,performance:+1 screen:+1 performances:+1 character:-1 </endperson351>,311</endperson351>,5,actor:+1 films:-1 </endperson351>,0.2298069632125933 </endperson351>
101,69:396,4, </endperson352>,69</endperson352>,3,tfeel:+1 beau:-1 </endperson352>,0.47742802962367403 </endperson352>
101,123:396,4,comedy:+1 scenes:+1 watch:-1 </endperson353>,123</endperson353>,4,</endperson353>,0.40017742696106584 </endperson353>
101,426:396,4, </endperson354>,426</endperson354>,2,</endperson354>,0.45250192003330114 </endperson354>
101,99:64,4,scenery:+1 moments:-1 </endperson355>,99</endperson355>,4,films:+1 wi:+1 scenes:-1 </endperson355>,0.5189429723363782 </endperson355>
101,103:64,4,movie:+1 character:-1 </endperson356>,103</endperson356>,4,</endperson356>,0.45579965239682974 </endperson356>
101,398:64,4,comedy:+1 </endperson357>,398</endperson357>,5,</endperson357>,0.5485365279801694 </endperson357>
101,465:64,4,fare:+1 actors:+1 character:-1 moments:-1 turns:-1 </endperson358>,465</endperson358>,3,</endperson358>,0.6861127743099108 </endperson358>
123,7:421,4,soundtrack:+1 chickflick:+1 bonus:-1 </endperson359>,7</endperson359>,5,actresses:+1 cast:+1 genre:+1 screen:+1 viewers:-1 </endperson359>,0.0 </endperson359>
123,318:421,4, </endperson360>,318</endperson360>,5,</endperson360>,0.07828067021111274 </endperson360>
306,58:260,4, </endperson361>,58</endperson361>,5,actor:+1 movie:+1 acting:-1 </endperson361>,0.3747578414900983 </endperson361>
0,64:32,4,performances:+1 movie:-1 isnt:-1 </endperson362>,64</endperson362>,4, </endperson362>,0.22762900363288696 </endperson362>
0,84:32,4, </endperson363>,84</endperson363>,4,</endperson363>,0.2979752267920164 </endperson363>
0,103:32,4,performance:+1 movie:-1 </endperson364>,103</endperson364>,5,</endperson364>,0.3958331125867601 </endperson364>
0,123:32,4,actors:+1 isnt:-1 credits:-1 </endperson365>,123</endperson365>,5,</endperson365>,0.26741067902228166 </endperson365>
0,190:32,4,plot:+1 actionscenes:+1 </endperson366>,190</endperson366>,4,</endperson366>,0.6285005894919292 </endperson366>
0,310:32,4, </endperson367>,310</endperson367>,5,</endperson367>,0.34150219865117326 </endperson367>
0,439:32,4,character:+1 </endperson368>,439</endperson368>,4,</endperson368>,0.6826128596847593 </endperson368>
6,7:421,4,soundtrack:+1 chickflick:+1 bonus:-1 </endperson369>,7</endperson369>,5,cast:+1 character:+1 </endperson369>,0.0 </endperson369>
6,318:421,4, </endperson370>,318</endperson370>,5,</endperson370>,0.0 </endperson370>
190,8:32,4,movie:+1 </endperson371>,8</endperson371>,4,plot:+1 actionscenes:+1 </endperson371>,0.4464898731775364 </endperson371>
190,123:32,4,actors:+1 isnt:-1 credits:-1 </endperson372>,123</endperson372>,5,</endperson372>,0.3318309696656835 </endperson372>
123,190:15,4, </endperson373>,190</endperson373>,3,chemistry:+1 movie:+1 genre:+1 character:-1 </endperson373>,0.3318309696656835 </endperson373>
123,433:15,4,chemistry:+1 cast:+1 films:+1 character:+1 </endperson374>,433</endperson374>,4,</endperson374>,0.4061260927306731 </endperson374>
0,410:120,4,movies:+1 films:-1 character:-1 scenes:-1 </endperson375>,410</endperson375>,5,isnt:+1 isnt:-1 </endperson375>,0.0 </endperson375>
8,473:82,3,scenes:-1 </endperson376>,473</endperson376>,5,films:+1 moments:+1 movie:+1 films:-1 moments:-1 comedy:-1 timing:-1 </endperson376>,0.4796471651684384 </endperson376>
67,113:632,4,screen:+1 </endperson377>,113</endperson377>,4,character:+1 actor:-1 gags:-1 </endperson377>,0.14839481319803993 </endperson377>
7,6:77,4,humour:+1 video:+1 sbusiness:+1 </endperson378>,6</endperson378>,5,character:+1 </endperson378>,0.0 </endperson378>
8,4:275,4,scenes:+1 performances:+1 </endperson379>,4</endperson379>,4,movie:-1 plot:-1 assassination:-1 </endperson379>,0.4881483966989507 </endperson379>
7,410:120,4,movies:+1 films:-1 character:-1 scenes:-1 </endperson380>,410</endperson380>,5,acting:+1 </endperson380>,0.0 </endperson380>
73,115:533,4,performance:+1 </endperson381>,115</endperson381>,2,movie:+1 movie:-1 </endperson381>,0.3808352772926009 </endperson381>
308,6:77,4,humour:+1 video:+1 sbusiness:+1 </endperson382>,6</endperson382>,5,character:+1 performance:+1 movie:+1 movie:-1 humour:-1 </endperson382>,0.0 </endperson382>
67,473:82,2,scenes:-1 </endperson383>,473</endperson383>,5,wi:+1 rent:+1 </endperson383>,0.2719030426303257 </endperson383>
101,464:484,4,movie:+1 </endperson384>,464</endperson384>,3,character:+1 screenplay:+1 plot:-1 </endperson384>,0.0 </endperson384>
67,132:487,4,watch:+1 scenes:+1 films:-1 </endperson385>,132</endperson385>,5,movies:+1 films:-1 </endperson385>,0.339530026687886 </endperson385>
67,188:487,4,wasnt:-1 </endperson386>,188</endperson386>,4,</endperson386>,0.0 </endperson386>
67,290:487,5, </endperson387>,290</endperson387>,1,</endperson387>,0.5526007984667795 </endperson387>
67,297:487,4,chemistry:+1 character:-1 </endperson388>,297</endperson388>,4,</endperson388>,0.4774365421630895 </endperson388>
123,103:98,3,movie:+1 </endperson389>,103</endperson389>,1,soundtrack:+1 </endperson389>,0.2928968497097111 </endperson389>
73,188:487,4,wasnt:-1 </endperson390>,188</endperson390>,4,movie:+1 movie:-1 </endperson390>,0.0 </endperson390>
7,308:428,4, </endperson391>,308</endperson391>,4,actress:+1 roles:+1 zombie:+1 acting:+1 watch:-1 </endperson391>,0.0 </endperson391>
8,189:27,4,pirateradio:-1 </endperson392>,189</endperson392>,3,movie:+1 cast:-1 script:-1 </endperson392>,0.27144061323665103 </endperson392>
7,473:82,3,scenes:-1 </endperson393>,473</endperson393>,5,moments:-1 watch:-1 bonus:-1 </endperson393>,0.0 </endperson393>
318,157:574,4,films:-1 </endperson394>,157</endperson394>,5,comedy:+1 movie:-1 </endperson394>,0.0 </endperson394>
7,103:64,4,movie:+1 character:-1 </endperson395>,103</endperson395>,4,scenes:+1 acting:+1 character:-1 watch:-1 scene:-1 </endperson395>,0.0 </endperson395>
7,398:64,4,comedy:+1 </endperson396>,398</endperson396>,5,</endperson396>,0.0 </endperson396>
7,465:64,4,fare:+1 actors:+1 character:-1 moments:-1 turns:-1 </endperson397>,465</endperson397>,3,</endperson397>,0.0 </endperson397>
8,103:64,4,movie:+1 character:-1 </endperson398>,103</endperson398>,4,movie:+1 movie:-1 </endperson398>,0.3812852897104797 </endperson398>
8,398:64,5,comedy:+1 </endperson399>,398</endperson399>,5,</endperson399>,0.40228013630648585 </endperson399>
5,1:99,4,character:+1 </endperson400>,1</endperson400>,4,soundtrack:+1 character:-1 moments:-1 storyline:-1 mom:-1 </endperson400>,0.38936553087560677 </endperson400>
433,8:574,4,cast:+1 performance:+1 tanything:-1 </endperson401>,8</endperson401>,4,isnt:+1 comedy:-1 </endperson401>,0.3554285258586173 </endperson401>
190,398:64,4,comedy:+1 </endperson402>,398</endperson402>,5,performances:+1 </endperson402>,0.482377480815086 </endperson402>
7,189:27,4,pirateradio:-1 </endperson403>,189</endperson403>,3,scenes:+1 acting:+1 humour:-1 scenes:-1 </endperson403>,0.0 </endperson403>
7,291:27,4,acting:+1 character:-1 watch:-1 </endperson404>,291</endperson404>,5,</endperson404>,0.0 </endperson404>
73,398:521,5,actor:+1 character:+1 comedy:+1 scenes:+1 acting:+1 character:-1 performances:-1 </endperson405>,398</endperson405>,5,actors:+1 movie:-1 </endperson405>,0.08459304924611699 </endperson405>
73,465:521,4, </endperson406>,465</endperson406>,4,</endperson406>,0.451077606869529 </endperson406>
67,99:64,4,scenery:+1 moments:-1 </endperson407>,99</endperson407>,4,performance:+1 movie:+1 </endperson407>,0.4968302339875972 </endperson407>
67,103:64,4,movie:+1 character:-1 </endperson408>,103</endperson408>,4,</endperson408>,0.2316889824115429 </endperson408>
67,465:64,4,fare:+1 actors:+1 character:-1 moments:-1 turns:-1 </endperson409>,465</endperson409>,3,</endperson409>,0.2955915768685409 </endperson409>
