@RELATION @user-item

@ATTRIBUTE user STRING 
@ATTRIBUTE item STRING 
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE sentiment STRING
@ATTRIBUTE help_user STRING
@ATTRIBUTE value STRING
@ATTRIBUTE help_sentiment STRING
@ATTRIBUTE help_tfIdf STRING
@ATTRIBUTE help_sim STRING

@DATA
7,113,5,character:+1 star:+1 bond:+1 </endperson147>,8;;;;26;;;;44;;;;51;;;;53</endperson147>,4;;;;4;;;;5;;;;4;;;;5</endperson147>,isnt:+1 character:-1 acting:-1 ;;;;movie:+1 performances:+1 actress:-1 ;;;;smells:+1 ;;;;films:+1 watch:-1 ;;;;characterisation:+1 romance:-1 peroxide:-1 soundtrack:-1 character:-1 credits:-1 percussion:-1 </endperson147>,isnt:[0.05760962915527826|0.0|0.0] character:0.0375268710868106 acting:0.03106871852017946 ;;;;movie:0.029875817223241848 performances:0.03182053474405196 actress:0.017972226436072818 ;;;;smells:0.02780992142251847 ;;;;films:0.15618658457212412 watch:0.08387178376479416 ;;;;characterisation:[0.03074692893831851|0.0|0.0|0.0] romance:0.04886447999374124 peroxide:0.03460973328079819 soundtrack:0.013191150934160444 character:0.03074692893831851 credits:0.017091930424224012 percussion:0.022875232594010024 </endperson147>,0.13608276348795434;;;;0.4082482904638629;;;;0.43695314697346044;;;;0.3849001794597504;;;;0.4274378293361558 </endperson147>
7,114,5,acting:+1 moments:-1 specialeffects:-1 </endperson148>,20;;;;54</endperson148>,4;;;;4</endperson148>, ;;;;actresses:+1 moments:-1 </endperson148>, ;;;;actresses:0.032170940196372906 moments:0.038717794829953044 </endperson148>,0.43621137050898184;;;;0.42441604779894937 </endperson148>
7,115,5,actors:+1 </endperson149>,28</endperson149>,5</endperson149>, </endperson149>, </endperson149>,0.26436760646254953 </endperson149>
7,6,5,character:+1 roles:+1 scene:-1 </endperson150>,0;;;;28;;;;42;;;;43;;;;53</endperson150>,4;;;;4;;;;4;;;;4;;;;4</endperson150>,character:-1 isnt:-1 ;;;;budget:+1 ;;;;chemistry:+1 character:+1 performance:+1 humour:+1 actionscenes:+1 script:+1 films:-1 plot:-1 ;;;;movie:+1 movie:-1 ;;;;strings:+1 franchise:-1 movie:-1 </endperson150>,character:0.02252114074097365 isnt:[0.1555806647076942|0.0|0.0] ;;;;budget:0.013937632030344411 ;;;;chemistry:0.034934294464250025 character:0.005152683287924836 performance:0.014001555340244907 humour:[0.0|0.008795377445124286] actionscenes:[0.05335826013419004|0.014130928311084071|0.0] script:0.01755963969238451 films:0.059456575143616325 plot:0.017034211020492004 ;;;;movie:0.15139647525572988 movie:0.15139647525572988 ;;;;strings:0.037133662769884675 franchise:0.021018514956922627 movie:0.024275065151713633 </endperson150>,0.38325313770585434;;;;0.26436760646254953;;;;0.1954764146884238;;;;0.2680648623315294;;;;0.4274378293361558 </endperson150>
7,95,3,character:+1 acting:+1 watch:-1 </endperson151>,6;;;;25;;;;53</endperson151>,4;;;;5;;;;4</endperson151>, ;;;;character:+1 ;;;;strings:-1 </endperson151>, ;;;;character:0.02482145830438985 ;;;;strings:0.04019272262323132 </endperson151>,0.3724156112887622;;;;0.22593603731642686;;;;0.4274378293361558 </endperson151>
7,116,5,storyline:+1 moments:-1 </endperson152>,8;;;;13;;;;24;;;;53</endperson152>,4;;;;4;;;;4;;;;4</endperson152>,comedy:+1 movie:-1 director:-1 scenes:-1 ;;;;scene:+1 ;;;;character:-1 ;;;;chemistry:+1 cast:+1 performance:+1 moments:+1 stringarrangements:+1 tfeel:-1 </endperson152>,comedy:0.09828068654734201 movie:0.07414947488521398 director:0.034463572472790624 scenes:0.03032113798131948 ;;;;scene:0.024403487576783643 ;;;;character:0.0 ;;;;chemistry:0.014439014039056081 cast:0.01812010976485301 performance:0.011574222821835201 moments:0.02631213356531271 stringarrangements:[0.023794554400961062|0.0|0.0] tfeel:[0.0|0.029271111374778756] </endperson152>,0.13608276348795434;;;;0.3593415137960406;;;;0.37824215728760247;;;;0.4274378293361558 </endperson152>
7,117,4,acting:+1 </endperson153>,22</endperson153>,4</endperson153>,actor:+1 </endperson153>,actor:0.012348180663421698 </endperson153>,0.3432181480215757 </endperson153>
7,118,3,romance:+1 actors:+1 watch:-1 </endperson154>,25;;;;52;;;;53</endperson154>,5;;;;4;;;;4</endperson154>,performance:+1 ;;;;comedy:+1 trailer:-1 ;;;;character:+1 strings:+1 soundtrack:-1 </endperson154>,performance:0.009437218618179212 ;;;;comedy:0.014751616622069919 trailer:0.02301036855991999 ;;;;character:0.025453859048451252 strings:0.04012281323977311 soundtrack:0.014560400367726543 </endperson154>,0.22593603731642686;;;;0.1576811474762707;;;;0.4274378293361558 </endperson154>
7,119,4,films:+1 scenes:+1 </endperson155>,17</endperson155>,4</endperson155>,plot:+1 isnt:-1 accent:-1 </endperson155>,plot:0.0262152553947668 isnt:[0.10956220218340616|0.0|0.0] accent:0.05096056933179686 </endperson155>,0.47937065537377554 </endperson155>
7,120,4,chemistry:+1 acting:+1 </endperson156>,53</endperson156>,4</endperson156>,chemistry:+1 performers:+1 genre:+1 movie:-1 </endperson156>,chemistry:0.026805795266080977 performers:0.025797614961037225 genre:0.014383047590744717 movie:0.040741829349796324 </endperson156>,0.4274378293361558 </endperson156>
7,21,3,actors:+1 acting:+1 sexscenes:-1 </endperson157>,0;;;;12;;;;53</endperson157>,5;;;;4;;;;4</endperson157>,wi:+1 ;;;;films:+1 wi:+1 character:+1 movie:+1 isnt:+1 director:+1 ;;;;performances:+1 stalker:-1 tfeel:-1 </endperson157>,wi:[0.0] ;;;;films:0.01533890104881344 wi:[0.0] character:0.014622461651766304 movie:0.0452035041480938 isnt:[0.09620473109752248|0.0|0.0] director:0.017508263360861816 ;;;;performances:0.012131766392400692 stalker:0.027380012357247303 tfeel:[0.0|0.04220109334250066] </endperson157>,0.38325313770585434;;;;0.3628782919775746;;;;0.4274378293361558 </endperson157>
7,121,4,character:+1 plot:+1 performances:+1 acting:+1 </endperson158>,19;;;;53</endperson158>,4;;;;4</endperson158>,prom:-1 ;;;;piano:-1 </endperson158>,prom:0.0 ;;;;piano:0.06018016781371157 </endperson158>,0.41527880586801;;;;0.4274378293361558 </endperson158>
7,12,4,chemistry:+1 ending:-1 </endperson159>,0;;;;12;;;;42;;;;44;;;;53;;;;57</endperson159>,4;;;;4;;;;5;;;;4;;;;4;;;;4</endperson159>,isnt:+1 actionfilms:+1 reviews:-1 credits:-1 ;;;;cast:-1 isnt:-1 screen:-1 ;;;;acting:+1 films:-1 ;;;;fightscenes:+1 acting:+1 watch:-1 ;;;;actors:+1 movie:+1 charactercomedy:-1 strings:-1 stoners:-1 percussion:-1 ;;;;cast:+1 films:+1 wi:+1 </endperson159>,isnt:[0.18666212118757122|0.0|0.0] actionfilms:[0.05400693972605134|0.0883500646580776|0.0] reviews:0.016570198401262455 credits:0.018554561889157908 ;;;;cast:0.04179414315583975 isnt:[0.06032763834412522|0.0|0.0] screen:0.016267266793619745 ;;;;acting:0.03229065524969079 films:0.07273561257354917 ;;;;fightscenes:[0.02124119991588429|0.014769992257191986|0.0] acting:0.053506341222455324 watch:0.021236696966226074 ;;;;actors:0.009551209763174074 movie:0.08067672076560921 charactercomedy:[0.023487626679304974|0.08554572792329648] strings:0.01851172462504474 stoners:[0.1407822391847248|0.0] percussion:0.04659846837154372 ;;;;cast:0.007934947683161817 films:0.039132356454242956 wi:[0.0] </endperson159>,0.38325313770585434;;;;0.3628782919775746;;;;0.1954764146884238;;;;0.43695314697346044;;;;0.4274378293361558;;;;0.47683473229796935 </endperson159>
7,13,3,moments:+1 chemistry:-1 moments:-1 </endperson160>,0;;;;8;;;;45</endperson160>,4;;;;4;;;;4</endperson160>,humour:-1 ;;;;films:+1 movie:+1 moments:-1 plot:-1 ;;;;actor:+1 comedy:+1 movie:-1 plot:-1 scenes:-1 mom:-1 </endperson160>,humour:[0.0|0.0] ;;;;films:0.07981063140457181 movie:0.09408027853566803 moments:0.09399917581980614 plot:0.033536234854078244 ;;;;actor:0.01784092473554431 comedy:0.05020107339324316 movie:0.1578125944489777 plot:0.03375270766252567 scenes:0.01290651743356215 mom:0.05469105676042841 </endperson160>,0.38325313770585434;;;;0.13608276348795434;;;;0.3054651717464212 </endperson160>
7,122,4,moments:-1 sexreferences:-1 </endperson161>,12;;;;20</endperson161>,4;;;;4</endperson161>,comedy:+1 character:-1 ;;;;character:+1 screenplay:+1 plot:-1 </endperson161>,comedy:0.04942136676114114 character:0.007236928619088981 ;;;;character:0.0 screenplay:0.05411110738193066 plot:0.031466160279347656 </endperson161>,0.3628782919775746;;;;0.43621137050898184 </endperson161>
7,123,4,actors:+1 character:+1 acting:+1 bonus:-1 </endperson162>,12;;;;28</endperson162>,4;;;;5</endperson162>,movies:+1 films:-1 ;;;;watch:+1 scenes:+1 films:-1 </endperson162>,movies:0.03452211858937923 films:0.01655572976936232 ;;;;watch:0.014237517817186995 scenes:0.038036287069854 films:0.015150399341433276 </endperson162>,0.3628782919775746;;;;0.26436760646254953 </endperson162>
7,72,4,character:+1 </endperson163>,8;;;;12;;;;50;;;;53</endperson163>,4;;;;4;;;;4;;;;4</endperson163>,movie:-1 plot:-1 assassination:-1 ;;;;cast:+1 star:+1 films:-1 movie:-1 ;;;;stunt:+1 ;;;;strings:-1 scenes:-1 sequences:-1 </endperson163>,movie:0.14183064869429218 plot:0.09100354327890908 assassination:0.09072976810533044 ;;;;cast:0.0422551832967527 star:0.015676383569220152 films:0.031258143610387666 movie:0.04094100700369053 ;;;;stunt:0.11035096213081456 ;;;;strings:0.04011200560973001 scenes:0.017871177119562556 sequences:0.0373876207160107 </endperson163>,0.13608276348795434;;;;0.3628782919775746;;;;0.2428779414546064;;;;0.4274378293361558 </endperson163>
7,124,4,chemistry:+1 comedy:-1 </endperson164>,14;;;;18</endperson164>,4;;;;4</endperson164>, ;;;;films:+1 character:+1 </endperson164>, ;;;;films:0.052052767311891214 character:0.012405380142036362 </endperson164>,0.36403461410254523;;;;0.33407694941486965 </endperson164>
7,125,4,character:+1 performance:+1 specialeffects:+1 scenes:-1 </endperson165>,12;;;;13;;;;23;;;;34;;;;35</endperson165>,4;;;;4;;;;4;;;;4;;;;4</endperson165>,geek:-1 isnt:-1 ;;;;isnt:+1 movie:-1 ;;;;movie:-1 ;;;;films:+1 plot:-1 ;;;;films:+1 actors:+1 script:+1 </endperson165>,geek:0.025504591548826967 isnt:[0.0971907524588418|0.0|0.0] ;;;;isnt:[0.20340182046696695|0.0|0.0] movie:0.013273883799562998 ;;;;movie:0.1127401177828295 ;;;;films:0.04189125907833654 plot:0.044006515111458436 ;;;;films:0.04875977377486138 actors:0.011341184751718301 script:0.015840543499026968 </endperson165>,0.3628782919775746;;;;0.3593415137960406;;;;0.2721655269759087;;;;0.5;;;;0.3702964929342203 </endperson165>
7,36,5,chemistry:+1 soundtrack:+1 character:+1 performance:+1 scenes:+1 </endperson166>,5</endperson166>,4</endperson166>,soundtrack:+1 character:-1 moments:-1 storyline:-1 mom:-1 </endperson166>,soundtrack:0.021147213099747927 character:0.02464575917851139 moments:0.05709269270521047 storyline:0.040848570519756336 mom:0.0 </endperson166>,0.412478335449898 </endperson166>
7,126,3,character:+1 specialeffects:+1 acting:+1 films:-1 scenes:-1 </endperson167>,12;;;;53</endperson167>,4;;;;4</endperson167>,actress:+1 performances:+1 movie:-1 ;;;;films:+1 fare:+1 scenes:+1 performances:+1 movie:-1 humour:-1 vocals:-1 </endperson167>,actress:0.04419500211696429 performances:0.013041498645874046 movie:0.016325953580823865 ;;;;films:0.008536608742629098 fare:0.0 scenes:0.008572735105395527 performances:0.013397412140994422 movie:0.01677150262069302 humour:[0.0|0.013890972595133645] vocals:0.026822033135329264 </endperson167>,0.3628782919775746;;;;0.4274378293361558 </endperson167>
7,127,4,character:+1 performance:+1 </endperson168>,</endperson168>,</endperson168>,</endperson168>,</endperson168>, </endperson168>
7,84,4,specialeffects:+1 acting:+1 </endperson169>,4;;;;21;;;;34;;;;53</endperson169>,4;;;;4;;;;4;;;;4</endperson169>, ;;;; ;;;;character:+1 ;;;;character:+1 strings:+1 vocals:+1 vocals:-1 </endperson169>, ;;;; ;;;;character:0.0 ;;;;character:0.0070004309133332955 strings:0.01655212564815567 vocals:0.0461460829218249 vocals:0.0461460829218249 </endperson169>,0.28567811783160524;;;;0.31947485430828804;;;;0.5;;;;0.4274378293361558 </endperson169>
7,88,5,roles:+1 acting:+1 </endperson170>,9;;;;19;;;;51;;;;53</endperson170>,4;;;;4;;;;4;;;;4</endperson170>,cast:+1 films:-1 character:-1 roles:-1 ;;;;watch:-1 tanything:-1 ;;;;films:-1 character:-1 ;;;;movie:+1 </endperson170>,cast:0.032197408543550826 films:0.0476358705188236 character:0.03027395020861619 roles:0.011963865216461877 ;;;;watch:0.012862854624942764 tanything:[0.0|0.03587891704937465] ;;;;films:0.15690923104647256 character:0.0 ;;;;movie:0.02289846800050845 </endperson170>,0.28226753699359985;;;;0.41527880586801;;;;0.3849001794597504;;;;0.4274378293361558 </endperson170>
7,46,3,bonus:-1 </endperson171>,0</endperson171>,4</endperson171>,isnt:+1 </endperson171>,isnt:[0.2036298749133179|0.0|0.0] </endperson171>,0.38325313770585434 </endperson171>
7,128,4,acting:+1 </endperson172>,8;;;;12;;;;13;;;;25;;;;42;;;;45;;;;52</endperson172>,4;;;;4;;;;4;;;;5;;;;4;;;;4;;;;4</endperson172>,movies:+1 cast:+1 plot:+1 character:-1 movie:-1 ;;;;films:-1 surprises:-1 ;;;;character:-1 ;;;; ;;;; ;;;;films:+1 giggles:-1 ;;;;isnt:-1 humour:-1 </endperson172>,movies:0.053486262654628525 cast:0.02600585955563631 plot:0.026945528491398408 character:0.012226140750655168 movie:0.025197052648594728 ;;;;films:0.01685412775080453 surprises:0.048158513746572235 ;;;;character:0.0 ;;;; ;;;; ;;;;films:0.0275409836607495 giggles:0.04529536998966199 ;;;;isnt:[0.12610527709039215|0.0|0.0] humour:[0.0|0.0] </endperson172>,0.13608276348795434;;;;0.3628782919775746;;;;0.3593415137960406;;;;0.22593603731642686;;;;0.1954764146884238;;;;0.3054651717464212;;;;0.1576811474762707 </endperson172>
7,129,3,chemistry:+1 character:+1 </endperson173>,18;;;;53</endperson173>,4;;;;4</endperson173>,isnt:+1 ;;;;character:+1 loveinterest:+1 moments:-1 plot:-1 </endperson173>,isnt:[0.1258520814550189|0.0|0.0] ;;;;character:0.03393991980526426 loveinterest:[0.029253032674351687|0.015372780802169325] moments:0.03931145715265562 plot:0.018700281118134474 </endperson173>,0.33407694941486965;;;;0.4274378293361558 </endperson173>
7,23,3,plot:+1 </endperson174>,0;;;;8;;;;12;;;;42</endperson174>,4;;;;4;;;;5;;;;4</endperson174>,snothing:+1 storyline:-1 ;;;;movie:+1 ;;;;movies:+1 movies:-1 films:-1 ;;;; </endperson174>,snothing:[0.0|0.02489989893426378] storyline:0.014929279671870535 ;;;;movie:0.06055601124812576 ;;;;movies:0.06225013251841656 movies:0.06225013251841656 films:0.05373579448620899 ;;;; </endperson174>,0.38325313770585434;;;;0.13608276348795434;;;;0.3628782919775746;;;;0.1954764146884238 </endperson174>
7,130,5,plot:+1 storyline:+1 </endperson175>,33;;;;53</endperson175>,4;;;;4</endperson175>,actors:+1 movie:+1 movie:-1 ;;;;director:+1 sfamily:-1 brass:-1 sequences:-1 </endperson175>,actors:0.00952621950053742 movie:0.04023281708040693 movie:0.04023281708040693 ;;;;director:0.036804036837325554 sfamily:[0.0|0.023449001976977017] brass:0.021845730764043766 sequences:0.03387079051713573 </endperson175>,0.2981423969999719;;;;0.4274378293361558 </endperson175>
7,131,5,storyline:+1 bond:+1 acting:+1 scenes:-1 </endperson176>,16</endperson176>,4</endperson176>,lovestory:+1 absences:-1 </endperson176>,lovestory:[0.05980031868222172|0.07124102622512553] absences:0.06202147886111887 </endperson176>,0.3219077515540798 </endperson176>
7,132,4, </endperson177>,23</endperson177>,3</endperson177>,movie:+1 </endperson177>,movie:0.07096276923264137 </endperson177>,0.2721655269759087 </endperson177>
7,133,3,roles:+1 </endperson178>,27;;;;32</endperson178>,4;;;;4</endperson178>,movie:+1 ;;;;budget:+1 </endperson178>,movie:0.030591314820076567 ;;;;budget:0.023889242076913758 </endperson178>,0.1583002390822441;;;;0.43773359809700607 </endperson178>
7,134,5,characters:+1 storyline:+1 </endperson179>,24;;;;42</endperson179>,4;;;;5</endperson179>,scenes:+1 acting:+1 character:-1 ;;;; </endperson179>,scenes:0.02444435154072352 acting:0.019211077485364693 character:0.0 ;;;; </endperson179>,0.37824215728760247;;;;0.1954764146884238 </endperson179>
7,135,1,wi:+1 reviews:+1 character:-1 </endperson180>,12;;;;23</endperson180>,4;;;;4</endperson180>,movie:+1 ;;;;movie:+1 specialeffects:+1 movie:-1 </endperson180>,movie:0.03831740367892487 ;;;;movie:0.07999943464093354 specialeffects:[0.016522683495155566|0.054897661350409487] movie:0.07999943464093354 </endperson180>,0.3628782919775746;;;;0.2721655269759087 </endperson180>
7,136,2,moments:+1 </endperson181>,34</endperson181>,4</endperson181>,cast:+1 moments:-1 </endperson181>,cast:0.020166950765164917 moments:0.11713737036347564 </endperson181>,0.5 </endperson181>
7,137,2,films:+1 sexreferences:+1 </endperson182>,</endperson182>,</endperson182>,</endperson182>,</endperson182>, </endperson182>
7,2,5,actors:+1 character:+1 comedy:+1 acting:+1 comedy:-1 </endperson183>,35;;;;41</endperson183>,4;;;;3</endperson183>,humour:+1 performance:-1 ;;;;performances:+1 scenes:-1 </endperson183>,humour:[0.0|0.0] performance:0.013330234601188895 ;;;;performances:0.027253643434257586 scenes:0.0348781187530819 </endperson183>,0.3702964929342203;;;;0.33333333333333326 </endperson183>
7,16,5,character:+1 </endperson184>,0;;;;5;;;;26</endperson184>,5;;;;4;;;;5</endperson184>,plot:-1 acting:-1 ;;;;character:+1 character:-1 ;;;;cast:+1 </endperson184>,plot:0.029315318267552567 acting:0.022024612669531225 ;;;;character:0.0 character:0.0 ;;;;cast:0.042533444899688806 </endperson184>,0.38325313770585434;;;;0.412478335449898;;;;0.4082482904638629 </endperson184>
7,138,3,performance:-1 moments:-1 </endperson185>,12;;;;18</endperson185>,4;;;;4</endperson185>,specialeffects:+1 screen:+1 movies:-1 specialeffects:-1 ;;;;actionscenes:+1 reviews:-1 </endperson185>,specialeffects:[0.037483202884075716|0.020756718875417624] screen:0.04556629085340537 movies:0.021402427369107486 specialeffects:[0.037483202884075716|0.020756718875417624] ;;;;actionscenes:[0.048262791237503745|0.025562979053471133|0.0] reviews:0.018509751484270483 </endperson185>,0.3628782919775746;;;;0.33407694941486965 </endperson185>
7,139,3,performance:+1 storyline:+1 moments:-1 watch:-1 </endperson186>,13;;;;50;;;;53</endperson186>,4;;;;4;;;;4</endperson186>, ;;;;actor:+1 humour:-1 directors:-1 ;;;;cast:+1 isnt:+1 strings:-1 isnt:-1 </endperson186>, ;;;;actor:0.0373118117952931 humour:[0.0|0.0] directors:0.03287989888257243 ;;;;cast:0.016526085399703325 isnt:[0.2198024685592788|0.0|0.0] strings:0.1285923732465092 isnt:[0.2198024685592788|0.0|0.0] </endperson186>,0.3593415137960406;;;;0.2428779414546064;;;;0.4274378293361558 </endperson186>
7,140,4,moments:-1 </endperson187>,</endperson187>,</endperson187>,</endperson187>,</endperson187>, </endperson187>
7,11,3,scenes:+1 acting:+1 humour:-1 scenes:-1 </endperson188>,0;;;;5</endperson188>,4;;;;4</endperson188>,character:+1 humour:+1 actors:-1 character:-1 ;;;; </endperson188>,character:0.01810485068838126 humour:[0.0|0.0] actors:0.06626080451424889 character:0.01810485068838126 ;;;; </endperson188>,0.38325313770585434;;;;0.412478335449898 </endperson188>
7,141,4,storyline:+1 scenes:+1 character:-1 </endperson189>,12;;;;35;;;;51</endperson189>,4;;;;4;;;;4</endperson189>,films:+1 movie:+1 directors:+1 specialeffects:+1 haunting:-1 plot:-1 ;;;;isnt:+1 character:-1 scenes:-1 scene:-1 ;;;;films:-1 </endperson189>,films:0.01706807819571578 movie:0.04191613537940467 directors:0.02087906638855508 specialeffects:[0.031165736967529282|0.02301114067122735] haunting:0.027101487991349555 plot:0.035859826492144975 ;;;;isnt:[0.1420406666500052|0.0|0.0] character:0.0399800196431086 scenes:0.050539626892573346 scene:0.010964283265312576 ;;;;films:0.1826418270978308 </endperson189>,0.3628782919775746;;;;0.3702964929342203;;;;0.3849001794597504 </endperson189>
7,30,5,films:+1 actors:-1 character:-1 </endperson190>,26</endperson190>,4</endperson190>,movies:+1 movie:+1 scenes:+1 movie:-1 </endperson190>,movies:0.032784694868932866 movie:0.07722335060263637 scenes:0.08683978746612096 movie:0.07722335060263637 </endperson190>,0.4082482904638629 </endperson190>
7,142,4,chemistry:+1 scenes:+1 </endperson191>,26;;;;41</endperson191>,4;;;;3</endperson191>,cast:+1 films:+1 movie:-1 ;;;; </endperson191>,cast:0.048605393125144745 films:0.028764553647777125 movie:0.02825623156873078 ;;;; </endperson191>,0.4082482904638629;;;;0.33333333333333326 </endperson191>
7,91,3,ending:+1 character:+1 </endperson192>,13;;;;26;;;;34;;;;45;;;;52;;;;53</endperson192>,4;;;;4;;;;4;;;;4;;;;4;;;;4</endperson192>, ;;;;comedy:+1 scenes:+1 watch:-1 ;;;;moments:-1 ;;;;movie:+1 movie:-1 acting:-1 ;;;; ;;;;wardrobe:-1 snothing:-1 budget:-1 </endperson192>, ;;;;comedy:0.03278400618185151 scenes:0.016857302791658108 watch:0.01577481448210066 ;;;;moments:0.027441009087106692 ;;;;movie:0.2650479944976662 movie:0.2650479944976662 acting:0.01681174558359193 ;;;; ;;;;wardrobe:0.06549876500073326 snothing:[0.0|0.023445208704207465] budget:0.018020195398297568 </endperson192>,0.3593415137960406;;;;0.4082482904638629;;;;0.5;;;;0.3054651717464212;;;;0.1576811474762707;;;;0.4274378293361558 </endperson192>
7,143,4,scenes:-1 </endperson193>,16;;;;53;;;;55</endperson193>,5;;;;4;;;;4</endperson193>, ;;;;fare:+1 character:-1 villain:-1 plotholes:-1 script:-1 ;;;; </endperson193>, ;;;;fare:0.024964188602730815 character:0.04544526422757837 villain:0.039585036951267756 plotholes:[0.02503951751859477|0.0|0.0] script:0.01290593691626624 ;;;; </endperson193>,0.3219077515540798;;;;0.4274378293361558;;;;0.45497269240278815 </endperson193>
7,8,4,performance:+1 scenes:+1 </endperson194>,13;;;;53</endperson194>,4;;;;4</endperson194>,character:+1 movie:+1 ;;;;score:+1 </endperson194>,character:0.028374587870171674 movie:0.10233588818409567 ;;;;score:0.01983242277931369 </endperson194>,0.3593415137960406;;;;0.4274378293361558 </endperson194>
7,18,4,actress:+1 storyline:+1 </endperson195>,0;;;;4;;;;12;;;;35;;;;42;;;;53</endperson195>,4;;;;4;;;;4;;;;4;;;;4;;;;4</endperson195>,character:-1 ;;;; ;;;;films:+1 wi:+1 studios:-1 movie:-1 script:-1 ;;;;films:+1 ;;;; ;;;;chemistry:+1 strings:+1 </endperson195>,character:0.008825238644109907 ;;;; ;;;;films:0.02700015413669328 wi:[0.0] studios:0.02059197169910393 movie:0.07293828358348832 script:0.03289318348185404 ;;;;films:0.020872155313182567 ;;;; ;;;;chemistry:0.01291166068969251 strings:0.10806966849558261 </endperson195>,0.38325313770585434;;;;0.28567811783160524;;;;0.3628782919775746;;;;0.3702964929342203;;;;0.1954764146884238;;;;0.4274378293361558 </endperson195>
7,14,5, </endperson196>,26;;;;34</endperson196>,4;;;;4</endperson196>,actors:+1 isnt:-1 credits:-1 ;;;;plot:+1 actionscenes:+1 </endperson196>,actors:0.011935438927177838 isnt:[0.14161084435151325|0.0|0.0] credits:0.02175440732779587 ;;;;plot:0.07018692020016587 actionscenes:[0.061834144156235456|0.02183414166932625|0.0] </endperson196>,0.4082482904638629;;;;0.5 </endperson196>
7,144,4,acting:+1 plot:-1 rating:-1 </endperson197>,34;;;;53</endperson197>,4;;;;4</endperson197>,arent:+1 performances:-1 ;;;;motifs:-1 screen:-1 </endperson197>,arent:[0.0] performances:0.017725940356348266 ;;;;motifs:0.022245418154304773 screen:0.009216632462705278 </endperson197>,0.5;;;;0.4274378293361558 </endperson197>
7,145,5, </endperson198>,13;;;;45;;;;54</endperson198>,4;;;;4;;;;4</endperson198>,movie:+1 scenes:+1 ;;;;character:+1 isnt:-1 ;;;;cast:+1 isnt:+1 scenes:+1 </endperson198>,movie:0.029875869208088865 scenes:0.015271017663520813 ;;;;character:0.02059567821556381 isnt:[0.09485278280637881|0.0|0.0] ;;;;cast:0.017087360402283144 isnt:[0.06342352018660538|0.0|0.0] scenes:0.016925088015512946 </endperson198>,0.3593415137960406;;;;0.3054651717464212;;;;0.42441604779894937 </endperson198>
7,146,4,chemistry:+1 acting:+1 character:-1 sexreferences:-1 acting:-1 </endperson199>,12;;;;53</endperson199>,4;;;;4</endperson199>,datemovie:+1 scenes:+1 character:-1 ;;;;character:-1 </endperson199>,datemovie:[0.016779104158991733|0.016834656375951513] scenes:0.017210032155774335 character:0.008168529915453292 ;;;;character:0.016069534253284674 </endperson199>,0.3628782919775746;;;;0.4274378293361558 </endperson199>
7,55,4,storyline:-1 </endperson200>,45</endperson200>,4</endperson200>, </endperson200>, </endperson200>,0.3054651717464212 </endperson200>
7,147,5,character:+1 moving:+1 moving:-1 </endperson201>,12;;;;54</endperson201>,4;;;;4</endperson201>,movies:-1 plot:-1 ;;;; </endperson201>,movies:0.035862622461515586 plot:0.027100528267029956 ;;;; </endperson201>,0.3628782919775746;;;;0.42441604779894937 </endperson201>
7,25,4,scenes:+1 acting:+1 character:-1 watch:-1 scene:-1 </endperson202>,0;;;;8;;;;12;;;;20;;;;21;;;;51;;;;53</endperson202>,4;;;;4;;;;4;;;;3;;;;4;;;;4;;;;4</endperson202>,performance:+1 reviews:+1 scenes:+1 character:-1 toilethumour:-1 ;;;;movie:+1 movie:-1 ;;;;performance:+1 movie:+1 ;;;;films:+1 wi:+1 scenes:-1 ;;;;movie:+1 character:-1 ;;;;comedy:+1 ;;;;fare:+1 actors:+1 character:-1 moments:-1 turns:-1 </endperson202>,performance:0.06934707565771815 reviews:0.020270836869612556 scenes:0.032260741698504514 character:0.030624327865712675 toilethumour:[0.03330310318509263|0.0|0.0] ;;;;movie:0.10700063417546524 movie:0.10700063417546524 ;;;;performance:0.024950280014147258 movie:0.018923128746125676 ;;;;films:0.011461942729432073 wi:[0.0] scenes:0.04604179564747078 ;;;;movie:0.038292185443742154 character:0.018580175047238738 ;;;;comedy:0.11683535967046213 ;;;;fare:0.0 actors:0.010420186809118074 character:0.017083033721712843 moments:0.026382264190827506 turns:0.030710267792541632 </endperson202>,0.38325313770585434;;;;0.13608276348795434;;;;0.3628782919775746;;;;0.43621137050898184;;;;0.31947485430828804;;;;0.3849001794597504;;;;0.4274378293361558 </endperson202>
7,148,4, </endperson203>,35</endperson203>,4</endperson203>,acting:+1 </endperson203>,acting:0.025824124284364994 </endperson203>,0.3702964929342203 </endperson203>
7,149,4,storyline:+1 bonus:-1 sexreferences:-1 </endperson204>,12;;;;26</endperson204>,4;;;;4</endperson204>,performances:+1 comedy:-1 ;;;;choreography:+1 comedy:+1 watch:-1 </endperson204>,performances:0.012191335650587148 comedy:0.07079954901768272 ;;;;choreography:0.039098692987886645 comedy:0.04233294722339743 watch:0.010184758769648609 </endperson204>,0.3628782919775746;;;;0.4082482904638629 </endperson204>
