@RELATION user-movie

@ATTRIBUTE user STRING
@ATTRIBUTE item STRING 
@ATTRIBUTE rating NUMERIC 
@ATTRIBUTE item_rating STRING
@ATTRIBUTE sentiment STRING

@DATA
294,291:2671,4,5,cast:+1 films:+1 performances:+1 </endperson3427>
294,558:2671,4,4,films:+1 films:-1 </endperson3428>
586,487:1165,4,4,films:+1 soundtrack:+1 character:+1 films:-1 moments:-1 </endperson3429>
847,901:1255,4,4,turns:+1 </endperson3430>
847,948:1255,2,4,comedy:-1 </endperson3431>
650,556:1439,4,5, </endperson3432>
585,384:2894,4,3,isnt:+1 scenes:+1 villain:-1 </endperson3433>
1019,328:1662,4,4,misfit:+1 watch:-1 </endperson3434>
7,488:1082,5,5,cardboard:+1 </endperson3435>
7,992:1082,3,4,movie:+1 gum:-1 </endperson3436>
540,586:2354,4,5,films:+1 character:+1 specialeffects:+1 </endperson3437>
123,122:751,4,4,comedy:+1 </endperson3438>
7,577:977,4,4,actress:+1 </endperson3439>
185,347:1068,4,3,character:+1 scenes:+1 actors:-1 scenes:-1 </endperson3440>
185,558:1068,4,5,movie:+1 script:+1 moments:-1 isnt:-1 </endperson3441>
185,632:1068,3,5,character:-1 </endperson3442>
185,667:1068,4,4,character:+1 comedy:+1 extras:+1 scene:-1 </endperson3443>
185,670:1068,3,4,humour:+1 humour:-1 </endperson3444>
185,693:1068,2,3,character:+1 comedy:+1 </endperson3445>
188,44:1231,4,4,isnt:+1 </endperson3446>
188,615:1231,4,2,comedy:+1 acting:+1 plot:-1 </endperson3447>
169,585:59,4,4,director:+1 motifs:-1 </endperson3448>
7,128:817,4,2,movie:+1 isnt:+1 acting:+1 movie:-1 acting:-1 </endperson3449>
377,81:1154,4,5,movie:+1 </endperson3450>
7,141:1099,3,5,specialeffects:-1 </endperson3451>
108,191:2012,4,5, </endperson3452>
484,572:2462,5,5,movies:+1 moments:+1 comedy:+1 humour:+1 movies:-1 character:-1 scenes:-1 </endperson3453>
746,1019:3017,3,1, </endperson3454>
0,2:1,4,4,movie:+1 movie:-1 </endperson3455>
0,231:1,4,2,films:+1 films:-1 </endperson3456>
577,237:2659,5,2,isnt:-1 </endperson3457>
539,654:980,4,2,plot:+1 </endperson3458>
558,190:293,4,5,disc:-1 </endperson3459>
465,304:1021,4,4, </endperson3460>
465,471:1021,4,4, </endperson3461>
7,79:838,4,4,chemistry:+1 movie:+1 screen:+1 </endperson3462>
7,220:838,4,4,twist:-1 </endperson3463>
500,242:2720,4,4, </endperson3464>
108,7:901,4,5,chemistry:+1 character:+1 watch:-1 costume:-1 </endperson3465>
620,299:2605,4,4,horrorfilms:+1 </endperson3466>
0,89:176,4,5,script:+1 </endperson3467>
0,233:176,4,4,films:+1 </endperson3468>
0,244:176,4,4,films:-1 character:-1 </endperson3469>
0,431:176,4,5,actor:+1 acting:+1 plot:-1 </endperson3470>
309,266:170,4,3,acting:-1 </endperson3471>
678,282:1261,4,4,performance:+1 </endperson3472>
678,1041:1261,4,1, </endperson3473>
144,396:990,4,1, </endperson3474>
813,322:1426,4,5,star:+1 character:-1 script:-1 </endperson3475>
813,943:1426,3,5, </endperson3476>
120,79:821,4,3,films:+1 movie:+1 </endperson3477>
9,144:1292,4,2,werent:+1 cringe:+1 isnt:+1 leather:+1 </endperson3478>
79,7:114,4,3,plot:+1 </endperson3479>
79,8:114,4,3,movie:+1 </endperson3480>
341,242:691,4,4,comedy:+1 scenes:+1 </endperson3481>
417,278:1582,4,4,films:+1 movie:+1 movie:-1 </endperson3482>
417,515:1582,4,5,character:-1 movie:-1 </endperson3483>
417,521:1582,4,4,movie:+1 performance:-1 </endperson3484>
408,556:410,4,5, </endperson3485>
124,9:884,4,3,character:+1 scenes:+1 camera:-1 </endperson3486>
124,79:884,4,3,script:+1 </endperson3487>
659,746:205,4,4,tension:-1 </endperson3488>
293,30:1505,4,3,actress:+1 performance:+1 </endperson3489>
293,45:1505,3,5, </endperson3490>
313,8:1271,4,5,movies:+1 actors:-1 cast:-1 </endperson3491>
313,982:1271,2,5,acting:+1 </endperson3492>
465,438:1606,4,5,watch:-1 </endperson3493>
179,408:368,4,5,sons:-1 </endperson3494>
188,9:1288,4,3,isnt:+1 director:+1 isnt:-1 </endperson3495>
496,384:1897,4,3,movie:-1 </endperson3496>
540,508:847,4,5,films:+1 performances:+1 actors:-1 character:-1 </endperson3497>
540,585:847,4,3,characterisation:+1 character:-1 humour:-1 </endperson3498>
241,136:2243,4,5,scenes:-1 </endperson3499>
7,128:496,4,3,movie:+1 movie:-1 </endperson3500>
7,242:496,4,3,moments:-1 scenes:-1 </endperson3501>
7,501:496,4,5,movies:+1 cast:+1 plot:+1 scenes:-1 </endperson3502>
322,852:376,4,5, </endperson3503>
432,219:1432,2,4,casting:+1 </endperson3504>
432,286:1432,4,5,films:-1 moments:-1 </endperson3505>
432,288:1432,4,5,movie:+1 </endperson3506>
432,620:1432,4,5,films:+1 performances:+1 fans:-1 </endperson3507>
0,242:322,4,4,cast:-1 </endperson3508>
0,291:322,4,4,performances:+1 films:-1 director:-1 </endperson3509>
291,1:325,4,4,character:+1 beau:-1 </endperson3510>
8,396:845,4,5, </endperson3511>
313,750:1489,4,4,prince:+1 </endperson3512>
5,497:726,5,4, </endperson3513>
2,9:493,4,3,twist:+1 acting:-1 </endperson3514>
2,393:493,4,3,cast:+1 movie:-1 </endperson3515>
842,423:1454,4,5,movies:+1 films:+1 movie:-1 </endperson3516>
291,322:1468,4,5, </endperson3517>
291,328:1468,3,5,cast:+1 </endperson3518>
291,735:1468,3,5, </endperson3519>
309,277:2565,4,4,horrorfilms:+1 scenes:-1 </endperson3520>
309,310:2565,4,5, </endperson3521>
309,447:2565,4,2, </endperson3522>
81,377:1132,4,4, </endperson3523>
166,157:1174,4,3,wi:+1 movie:+1 plot:+1 character:-1 </endperson3524>
455,313:2827,3,4, </endperson3525>
455,471:2827,4,4,isnt:-1 </endperson3526>
455,913:2827,2,5, </endperson3527>
455,921:2827,2,5,budget:-1 </endperson3528>
7,157:150,4,3,movies:+1 movie:+1 scenes:+1 movie:-1 </endperson3529>
7,242:150,4,4,character:-1 </endperson3530>
7,385:150,4,5,acting:+1 </endperson3531>
7,585:150,4,3,actors:+1 strings:+1 plot:+1 isnt:+1 character:-1 </endperson3532>
1038,1013:898,3,4, </endperson3533>
7,75:1064,4,4, </endperson3534>
7,577:1064,4,5,reviews:+1 storyline:+1 specialeffects:+1 </endperson3535>
122,96:76,4,5, </endperson3536>
797,322:2832,4,4,reviews:-1 </endperson3537>
797,1054:2832,3,4,wi:+1 </endperson3538>
473,1037:1681,2,2, </endperson3539>
0,16:118,4,4,scenes:+1 star:-1 </endperson3540>
0,384:118,4,4,character:-1 movie:-1 moving:-1 </endperson3541>
0,489:118,4,4,actors:+1 </endperson3542>
0,585:118,4,3, </endperson3543>
487,273:974,4,4,cast:-1 </endperson3544>
487,488:974,5,5,movies:+1 soundtrack:+1 films:+1 character:-1 scenes:-1 </endperson3545>
290,1:390,4,5,movie:+1 comedy:-1 </endperson3546>
128,244:85,4,3,films:+1 </endperson3547>
315,441:1518,4,4,performances:+1 films:-1 plot:-1 budget:-1 </endperson3548>
315,473:1518,4,3,movies:-1 tanything:-1 </endperson3549>
315,978:1518,2,3, </endperson3550>
557,278:2584,4,1,performance:+1 </endperson3551>
557,373:2584,4,4,movie:+1 moments:-1 </endperson3552>
557,537:2584,3,5, </endperson3553>
2,129:562,4,5,movie:+1 movie:-1 </endperson3554>
2,139:562,3,4,movie:+1 </endperson3555>
2,359:562,4,4,character:+1 movie:+1 </endperson3556>
2,402:562,4,5, </endperson3557>
2,952:562,3,4,movie:+1 isnt:+1 </endperson3558>
79,116:1401,4,4, </endperson3559>
79,587:1401,4,5,performances:+1 </endperson3560>
66,258:1355,3,5,scores:+1 </endperson3561>
7,171:807,3,5,movie:+1 </endperson3562>
7,608:807,4,5,films:+1 character:+1 performance:+1 acting:+1 character:-1 </endperson3563>
465,278:1489,4,5,films:+1 movie:+1 plot:+1 explosions:+1 script:-1 </endperson3564>
465,750:1489,3,4,prince:+1 </endperson3565>
0,184:31,4,2, </endperson3566>
128,586:452,4,4,ending:+1 films:-1 </endperson3567>
79,241:1125,4,5,movies:+1 plot:-1 </endperson3568>
79,523:1125,3,5,cast:+1 movie:+1 </endperson3569>
242,123:1908,4,5,moments:+1 </endperson3570>
7,147:948,4,5,movie:+1 </endperson3571>
377,124:893,4,5,films:+1 performance:+1 films:-1 </endperson3572>
281,453:1424,4,5,films:+1 </endperson3573>
281,1033:1424,3,5, </endperson3574>
585,166:910,4,4,movie:+1 plot:+1 </endperson3575>
714,585:234,5,4,performances:+1 </endperson3576>
0,2:142,4,4,performance:+1 movie:+1 movie:-1 watch:-1 </endperson3577>
0,6:142,4,5,humour:+1 video:+1 sbusiness:+1 </endperson3578>
0,7:142,4,4,character:+1 </endperson3579>
0,173:142,4,2,cast:-1 scenes:-1 </endperson3580>
0,242:142,4,2,films:+1 </endperson3581>
0,384:142,4,4,character:+1 performance:+1 movie:+1 movie:-1 humour:-1 </endperson3582>
0,551:142,4,2,scenes:-1 </endperson3583>
0,585:142,4,4,movie:+1 </endperson3584>
0,652:142,3,4,films:+1 movie:-1 </endperson3585>
0,661:142,3,1, </endperson3586>
473,278:696,4,1,actor:+1 </endperson3587>
473,465:696,4,4,actionsequences:+1 movie:-1 familyman:-1 </endperson3588>
79,98:1034,4,4, </endperson3589>
79,223:1034,4,5,footage:-1 </endperson3590>
8,3:649,4,4,movie:+1 acting:-1 </endperson3591>
8,35:649,4,4,scenes:+1 movie:-1 </endperson3592>
7,150:965,4,5,character:-1 </endperson3593>
447,59:952,3,1, </endperson3594>
447,825:952,3,1, </endperson3595>
48,43:698,3,2, </endperson3596>
585,8:799,4,4,movie:+1 plot:-1 </endperson3597>
415,207:1268,3,5,movie:+1 </endperson3598>
415,309:1268,4,5,character:-1 </endperson3599>
415,890:1268,3,5,character:-1 </endperson3600>
415,935:1268,4,4,character:-1 </endperson3601>
415,971:1268,3,4,movie:+1 </endperson3602>
592,585:1189,4,2,fare:+1 isnt:+1 </endperson3603>
122,235:2157,4,3,hit:+1 </endperson3604>
753,221:379,4,4,diamond:+1 </endperson3605>
539,185:2492,4,4,soundtrack:+1 storyline:+1 watching:+1 viewers:-1 watch:-1 </endperson3606>
539,803:2492,4,3,character:+1 character:-1 isnt:-1 </endperson3607>
185,3:649,4,4,movie:+1 acting:-1 </endperson3608>
185,195:649,4,4,familyfilm:+1 soundtrack:+1 character:-1 scene:-1 </endperson3609>
596,495:2619,4,3,isnt:-1 storyline:-1 </endperson3610>
596,557:2619,4,4,twist:+1 </endperson3611>
596,585:2619,4,1,movie:+1 specialeffects:+1 script:-1 acting:-1 </endperson3612>
596,615:2619,3,3,studio:+1 </endperson3613>
626,250:1548,4,5,performance:+1 </endperson3614>
79,126:1211,4,5,character:+1 specialeffects:+1 </endperson3615>
79,0:45,4,5,character:+1 isnt:+1 character:-1 </endperson3616>
157,156:755,4,1,character:+1 </endperson3617>
782,9:530,5,3,arent:-1 screen:-1 </endperson3618>
585,81:1910,3,4,movie:+1 </endperson3619>
585,116:1910,4,5,watch:-1 </endperson3620>
585,126:1910,4,4, </endperson3621>
566,322:393,4,4,scenes:-1 </endperson3622>
566,473:393,4,5,movies:+1 performance:-1 </endperson3623>
566,762:393,4,3, </endperson3624>
510,596:1309,3,2,script:-1 acting:-1 </endperson3625>
1,36:367,4,5,plot:+1 genre:+1 scenes:+1 moments:-1 scenes:-1 </endperson3626>
1,188:367,4,3,character:+1 </endperson3627>
1,209:367,4,3, </endperson3628>
1,802:367,3,4,movie:+1 </endperson3629>
1,990:367,3,4, </endperson3630>
8,48:1053,5,4,character:+1 </endperson3631>
8,186:1053,3,4,isnt:+1 </endperson3632>
8,224:1053,3,4,films:+1 specialeffects:-1 </endperson3633>
8,493:1053,4,4,character:+1 </endperson3634>
8,736:1053,4,3,movies:+1 performance:-1 </endperson3635>
244,0:19,4,4,films:-1 actress:-1 humour:-1 </endperson3636>
244,7:19,4,5,actors:+1 character:+1 comedy:+1 acting:+1 comedy:-1 </endperson3637>
335,478:2448,3,5,plot:+1 animation:+1 </endperson3638>
335,912:2448,3,4, </endperson3639>
585,124:121,4,4,scenery:+1 moments:-1 </endperson3640>
311,901:2824,4,3,plot:-1 </endperson3641>
323,258:1464,4,4, </endperson3642>
323,289:1464,4,2,character:-1 </endperson3643>
323,311:1464,4,3,films:-1 isnt:-1 </endperson3644>
384,157:1174,4,3,wi:+1 movie:+1 plot:+1 character:-1 </endperson3645>
384,195:1174,4,4,isnt:+1 screenplay:+1 isnt:-1 </endperson3646>
384,633:2872,3,3,character:-1 performance:-1 </endperson3647>
964,901:682,4,4,isnt:+1 </endperson3648>
116,7:85,4,4,actress:+1 storyline:+1 </endperson3649>
116,585:85,4,4,chemistry:+1 strings:+1 </endperson3650>
585,79:1104,4,4,films:+1 </endperson3651>
585,377:1104,3,5,character:+1 </endperson3652>
473,1:206,4,4, </endperson3653>
473,478:206,2,4, </endperson3654>
473,548:206,4,5,character:-1 comedy:-1 </endperson3655>
473,823:206,2,5,comedy:+1 </endperson3656>
148,7:1126,4,4,humour:-1 </endperson3657>
148,164:1126,4,5,movie:+1 character:-1 movie:-1 </endperson3658>
148,174:1126,4,5, </endperson3659>
148,244:1126,4,3,movies:+1 viewers:+1 scenes:-1 </endperson3660>
148,393:1126,4,3,movie:+1 scenes:+1 </endperson3661>
384,7:191,4,5,plot:+1 storyline:+1 moving:+1 </endperson3662>
384,136:191,5,5,movie:+1 watch:+1 </endperson3663>
384,244:191,5,5,character:-1 isnt:-1 </endperson3664>
79,224:1901,3,4,humour:-1 </endperson3665>
79,384:1901,4,5,movie:-1 </endperson3666>
79,559:1901,4,4,character:+1 isnt:-1 nemesis:-1 </endperson3667>
242,157:735,4,4,comedy:+1 scenes:+1 watch:-1 </endperson3668>
500,377:1024,4,5, </endperson3669>
473,170:1355,4,4,character:+1 </endperson3670>
473,203:1355,4,5, </endperson3671>
473,328:1355,4,5, </endperson3672>
473,422:1355,4,5, </endperson3673>
473,893:1355,4,5,character:+1 </endperson3674>
473,901:1355,4,4,animation:+1 character:-1 moments:-1 </endperson3675>
447,1:380,4,5,films:-1 </endperson3676>
447,253:380,3,5,character:+1 </endperson3677>
447,270:380,4,5,director:-1 </endperson3678>
144,573:1899,3,3, </endperson3679>
2,128:511,4,4,character:+1 isnt:+1 character:-1 isnt:-1 </endperson3680>
592,0:259,4,5,performance:+1 character:-1 </endperson3681>
592,8:259,4,5,movie:+1 director:+1 specialeffects:+1 runtime:+1 movie:-1 watch:-1 </endperson3682>
592,128:259,5,3,movie:+1 scenery:+1 character:-1 scenes:-1 </endperson3683>
592,382:259,4,5,actor:+1 acting:+1 movies:-1 actor:-1 disk:-1 </endperson3684>
500,585:1779,4,1,fare:+1 arent:+1 directors:+1 movie:-1 </endperson3685>
79,137:767,5,3,character:-1 choc:-1 </endperson3686>
79,235:767,4,3,wi:+1 movie:+1 specialeffects:+1 movie:-1 choc:-1 </endperson3687>
79,242:767,4,2, </endperson3688>
79,384:767,4,4,movie:+1 movies:-1 movie:-1 plot:-1 isnt:-1 </endperson3689>
79,588:767,4,3, </endperson3690>
79,994:767,4,5,acting:+1 moments:-1 </endperson3691>
0,577:120,4,4,specialeffects:+1 </endperson3692>
0,631:120,5,5,horror:+1 performances:+1 cast:-1 character:-1 watch:-1 </endperson3693>
600,168:1124,4,5,movie:+1 moving:+1 movie:-1 </endperson3694>
7,0:132,4,2,character:+1 performance:+1 acting:+1 character:-1 </endperson3695>
157,126:1153,4,4, </endperson3696>
157,388:1153,4,4,soundtrack:+1 plot:-1 thalf:-1 </endperson3697>
157,392:1153,4,3,character:+1 movie:+1 </endperson3698>
157,577:1153,4,3,watch:-1 </endperson3699>
157,592:1153,4,4,cast:+1 actress:+1 </endperson3700>
7,242:1054,4,3, </endperson3701>
7,396:1054,3,5,character:+1 comedy:+1 </endperson3702>
7,593:1054,3,4, </endperson3703>
377,138:411,4,3,films:+1 </endperson3704>
300,423:2238,4,4,highschool:+1 films:-1 cameos:-1 movie:-1 scene:-1 </endperson3705>
447,901:2745,4,1, </endperson3706>
139,151:2296,4,5,wi:+1 comedy:+1 </endperson3707>
139,784:2296,3,5,scenes:-1 </endperson3708>
0,144:126,3,3,horror:+1 </endperson3709>
0,702:126,3,4, </endperson3710>
746,910:2969,2,3, </endperson3711>
2,128:516,4,2, </endperson3712>
8,384:601,4,4,movie:+1 movie:-1 isnt:-1 </endperson3713>
8,585:601,4,4,isnt:+1 scene:+1 isnt:-1 twists:-1 budget:-1 </endperson3714>
829,284:1457,4,5,sepia:+1 scenes:+1 performances:+1 storyline:-1 </endperson3715>
465,3:230,4,4,movie:+1 movies:-1 </endperson3716>
355,168:1366,4,5, </endperson3717>
113,553:2097,4,5,soundtrack:+1 haunting:+1 </endperson3718>
396,6:780,4,4,cast:+1 character:+1 </endperson3719>
396,7:780,4,5,soundtrack:+1 chickflick:+1 bonus:-1 </endperson3720>
396,81:780,4,5,actress:+1 </endperson3721>
396,157:780,4,4,actresses:+1 cast:+1 genre:+1 screen:+1 viewers:-1 </endperson3722>
396,582:780,4,3, </endperson3723>
0,79:237,4,2,horror:-1 video:-1 </endperson3724>
0,341:237,4,5,horrorfilm:+1 plot:+1 characterisation:+1 performances:+1 </endperson3725>
0,384:237,5,4,movies:+1 movie:+1 werent:+1 isnt:+1 storyline:+1 </endperson3726>
0,630:237,3,4,watch:-1 </endperson3727>
0,632:237,4,4,movie:+1 </endperson3728>
0,691:237,4,4,character:+1 </endperson3729>
0,901:237,4,4,visuals:-1 </endperson3730>
575,577:2170,3,3,movie:+1 movie:-1 comedy:-1 </endperson3731>
241,233:383,4,4, </endperson3732>
241,489:383,4,3,acting:+1 </endperson3733>
79,122:1131,4,5,arent:+1 isnt:+1 vampire:+1 </endperson3734>
79,523:1131,3,5,padding:-1 </endperson3735>
271,856:2534,4,5, </endperson3736>
354,185:694,4,4,movie:+1 </endperson3737>
815,303:807,4,5, </endperson3738>
7,242:938,4,4,acting:+1 </endperson3739>
266,3:666,4,5,movies:+1 movie:+1 scene:-1 </endperson3740>
834,322:1432,4,3,scenery:+1 plot:-1 </endperson3741>
7,87:953,4,4,movie:+1 character:-1 </endperson3742>
7,382:953,4,5, </endperson3743>
7,385:953,3,5,soundtrack:-1 </endperson3744>
488,7:1082,4,3,films:+1 performance:+1 moving:+1 disk:-1 bonus:-1 </endperson3745>
0,396:156,4,3,acting:+1 character:-1 </endperson3746>
475,252:1536,2,2, </endperson3747>
823,468:2957,4,4,movie:+1 scenes:+1 movie:-1 </endperson3748>
6,575:358,3,5, </endperson3749>
144,2:499,4,3,movie:+1 </endperson3750>
144,24:499,4,3, </endperson3751>
8,68:1157,4,5,films:+1 moments:-1 isnt:-1 scharacter:-1 </endperson3752>
8,396:1157,3,5,wi:+1 movie:-1 </endperson3753>
508,532:1622,4,4, </endperson3754>
342,242:78,4,4,actor:+1 moments:+1 specialfeatures:+1 scenes:-1 </endperson3755>
558,435:2714,4,2, </endperson3756>
558,901:1134,4,2,movie:+1 comedies:-1 movie:-1 </endperson3757>
313,748:1186,3,5,scene:+1 </endperson3758>
597,585:2762,4,4,scenes:-1 </endperson3759>
584,142:2203,4,5, </endperson3760>
620,787:1595,4,4,horror:-1 </endperson3761>
731,986:2678,2,5, </endperson3762>
7,634:916,4,3, </endperson3763>
1,209:377,4,4, </endperson3764>
1,271:377,4,5,character:-1 </endperson3765>
1,297:377,4,4,chemistry:-1 scenes:-1 </endperson3766>
1,885:377,2,4, </endperson3767>
423,839:1542,4,4,movie:+1 </endperson3768>
465,61:1698,4,3,movie:+1 movie:-1 </endperson3769>
465,971:1698,2,5,movie:+1 movie:-1 </endperson3770>
382,7:883,4,5,wi:+1 acting:+1 character:-1 </endperson3771>
382,139:883,4,5,movie:+1 movie:-1 scenes:-1 </endperson3772>
103,7:1136,4,5,comedy:+1 films:-1 disk:-1 viewers:-1 </endperson3773>
103,585:1136,4,4,movie:+1 films:-1 visuals:-1 vocals:-1 </endperson3774>
103,698:1136,4,4, </endperson3775>
396,7:766,4,5, </endperson3776>
396,81:766,4,5,movie:+1 scenes:+1 </endperson3777>
237,2:446,4,3,movie:-1 </endperson3778>
683,7:812,4,5,soundtrack:+1 star:+1 footballplayer:+1 </endperson3779>
242,81:468,4,4,isnt:+1 movie:-1 </endperson3780>
79,1:337,4,4,acting:+1 </endperson3781>
79,234:337,4,5,disc:-1 </endperson3782>
79,242:337,4,5,moments:-1 </endperson3783>
79,497:337,4,5, </endperson3784>
7,2:468,4,2,character:+1 movie:+1 character:-1 movie:-1 screen:-1 budget:-1 </endperson3785>
7,79:468,4,3,geek:-1 isnt:-1 </endperson3786>
7,81:468,4,4,isnt:+1 movie:-1 </endperson3787>
7,89:468,3,2,films:+1 snothing:+1 </endperson3788>
7,140:468,4,2,movie:-1 </endperson3789>
7,147:468,3,4,movie:+1 actionscenes:+1 movie:-1 </endperson3790>
7,229:468,4,5,films:+1 specialeffects:+1 performances:+1 scene:-1 </endperson3791>
7,234:468,4,1,actionsequences:+1 </endperson3792>
7,242:468,4,5,films:+1 plot:-1 </endperson3793>
7,244:468,4,4,films:+1 actors:+1 script:+1 </endperson3794>
7,577:468,4,4,films:+1 specialeffects:+1 tlook:+1 </endperson3795>
7,588:468,4,2,script:-1 </endperson3796>
1013,650:1439,4,5, </endperson3797>
1013,1038:1439,3,5, </endperson3798>
322,451:348,3,5,specialeffects:+1 </endperson3799>
322,466:348,4,5,movie:+1 </endperson3800>
382,146:724,4,2,actors:+1 isnt:+1 </endperson3801>
148,152:1140,4,5,wi:+1 </endperson3802>
148,582:1140,3,5,storyline:+1 audio:-1 </endperson3803>
291,212:1483,3,5, </endperson3804>
3,823:693,3,5, </endperson3805>
3,1032:693,3,4, </endperson3806>
8,7:873,4,5,actors:+1 character:+1 actors:-1 </endperson3807>
8,294:873,4,1, </endperson3808>
8,557:873,4,5, </endperson3809>
8,563:873,3,3, </endperson3810>
79,116:454,4,2,ending:+1 character:+1 budget:+1 character:-1 </endperson3811>
79,124:454,4,3,acting:+1 character:-1 </endperson3812>
79,242:454,4,2, </endperson3813>
465,285:109,3,5, </endperson3814>
465,776:109,4,5,films:-1 scene:-1 </endperson3815>
87,7:845,4,5,acting:+1 moments:-1 specialeffects:-1 </endperson3816>
87,240:845,3,4,wasnt:-1 acting:-1 </endperson3817>
36,254:1547,4,4,films:-1 </endperson3818>
36,752:1547,4,4,movies:-1 </endperson3819>
2,519:615,3,2, </endperson3820>
2,545:615,4,4,performance:+1 acting:+1 character:-1 scenes:-1 </endperson3821>
2,585:615,4,1, </endperson3822>
2,615:615,4,4,comedy:+1 humour:+1 acting:+1 scenes:-1 </endperson3823>
2,690:615,4,5,acting:+1 humour:-1 </endperson3824>
278,309:1268,4,5,character:-1 </endperson3825>
5,644:746,4,4,isnt:+1 </endperson3826>
7,134:1036,4,2, </endperson3827>
7,79:974,4,4,movie:+1 </endperson3828>
7,128:974,4,2,movie:+1 </endperson3829>
7,140:974,4,2,movie:+1 specialeffects:+1 movie:-1 </endperson3830>
7,242:974,4,4,character:+1 </endperson3831>
7,273:974,4,4,cast:-1 </endperson3832>
7,378:974,4,4,performance:+1 character:-1 </endperson3833>
7,585:974,4,4,actors:+1 piano:-1 </endperson3834>
0,2:76,4,3,movies:+1 director:+1 movie:-1 </endperson3835>
0,96:76,4,5, </endperson3836>
0,122:76,4,3,screenplay:+1 cast:-1 character:-1 </endperson3837>
0,124:76,4,3,actors:+1 wi:+1 movie:+1 scenes:-1 video:-1 sequences:-1 </endperson3838>
0,237:76,4,3,movie:+1 </endperson3839>
0,244:76,4,2,films:+1 character:+1 acting:+1 </endperson3840>
0,654:76,4,5,scene:+1 </endperson3841>
588,128:837,4,4,character:+1 movie:+1 animation:+1 movie:-1 </endperson3842>
2,157:352,4,4,movies:-1 watch:-1 </endperson3843>
2,631:352,4,1, </endperson3844>
2,7:534,4,4,roles:+1 acting:+1 </endperson3845>
421,620:378,4,3,diamond:-1 </endperson3846>
421,679:378,4,5,films:+1 directing:+1 </endperson3847>
21,65:1424,4,4, </endperson3848>
21,255:1424,3,5,extras:+1 </endperson3849>
21,307:1424,4,5,character:+1 </endperson3850>
21,824:1424,4,5,films:+1 character:+1 performances:+1 </endperson3851>
21,964:1424,4,5,films:+1 widescreen:-1 </endperson3852>
7,134:779,4,5,character:+1 isnt:-1 </endperson3853>
7,396:779,4,5,humour:+1 watch:-1 </endperson3854>
7,583:779,4,5,character:+1 </endperson3855>
7,648:779,3,5, </endperson3856>
7,785:779,3,3,isnt:-1 script:-1 </endperson3857>
209,8:976,4,5,movie:-1 </endperson3858>
920,983:1508,3,3, </endperson3859>
819,585:1237,4,2, </endperson3860>
455,291:2308,2,5,specialeffects:+1 character:-1 acting:-1 </endperson3861>
0,2:251,4,1,plot:-1 </endperson3862>
0,585:251,4,5,character:+1 movie:+1 </endperson3863>
0,592:251,4,3, </endperson3864>
79,237:459,4,5,tension:-1 </endperson3865>
79,242:459,4,4,zombies:+1 </endperson3866>
79,574:459,4,4,specialeffects:+1 </endperson3867>
149,147:470,4,4, </endperson3868>
106,365:2067,0,2,character:+1 </endperson3869>
157,81:949,4,5,movie:+1 character:-1 </endperson3870>
416,8:1265,4,5,specialeffects:+1 scenes:+1 plot:-1 </endperson3871>
416,411:1265,4,5,character:+1 script:+1 choc:-1 </endperson3872>
396,0:63,4,4,character:+1 humour:+1 actors:-1 character:-1 </endperson3873>
396,5:63,4,5, </endperson3874>
396,7:63,4,3,scenes:+1 acting:+1 humour:-1 scenes:-1 </endperson3875>
396,146:63,4,5,isnt:+1 </endperson3876>
396,242:63,4,4,soundtrack:+1 character:+1 </endperson3877>
1,292:425,4,5, </endperson3878>
1,312:425,4,5, </endperson3879>
1,322:425,4,5,cast:-1 </endperson3880>
1,324:425,4,5,movie:+1 </endperson3881>
539,87:1961,4,4,movie:+1 scenes:+1 </endperson3882>
489,396:2226,4,5,actors:+1 star:+1 reviews:+1 isnt:-1 </endperson3883>
209,601:1266,4,5,warfilm:+1 </endperson3884>
242,7:863,4,3,romance:+1 actors:+1 watch:-1 </endperson3885>
242,237:863,5,2, </endperson3886>
30,322:1504,4,4,performances:+1 </endperson3887>
644,71:466,4,2,movie:+1 fans:+1 comedy:-1 </endperson3888>
443,465:1267,4,3,movie:+1 </endperson3889>
43,38:989,4,5, </endperson3890>
466,473:1270,4,5,storyline:+1 </endperson3891>
322,820:2835,4,2,isnt:-1 </endperson3892>
128,81:963,4,5, </endperson3893>
128,486:963,4,4, </endperson3894>
382,0:114,4,3,snothing:+1 storyline:-1 </endperson3895>
259,43:1583,3,2, </endperson3896>
259,109:1583,3,4,reviews:+1 movie:+1 moments:-1 acting:-1 </endperson3897>
259,218:1583,4,4,movies:+1 movie:+1 </endperson3898>
259,249:1583,4,4,movie:+1 choc:-1 </endperson3899>
259,250:1583,4,5,character:+1 </endperson3900>
259,257:1583,4,5,character:+1 </endperson3901>
259,266:1583,4,3,films:-1 </endperson3902>
259,283:1583,4,5,script:+1 </endperson3903>
259,397:1583,3,4,cast:+1 scenes:+1 </endperson3904>
259,567:1583,4,5,soundtrack:+1 husbands:+1 lovestory:+1 </endperson3905>
259,585:1583,4,4,character:-1 </endperson3906>
259,673:1583,4,4,movie:+1 plot:+1 acting:+1 moments:-1 plot:-1 </endperson3907>
259,901:1583,4,2, </endperson3908>
442,270:1301,4,3,movie:+1 performances:+1 </endperson3909>
442,764:1301,4,3,movie:+1 movie:-1 </endperson3910>
139,81:1131,4,4, </endperson3911>
139,147:1131,4,3,movie:+1 movie:-1 </endperson3912>
